chr	strand	start	end	gene_id	gene_symbol	omega
8	-	52622456	52745843	ENSG00000023287.12	RB1CC1	20.5576
9	-	99979179	100099040	ENSG00000023318.7	ERP44	110.418
3	+	52198086	52214327	ENSG00000023330.14	ALAS1	87.3305
11	+	102317450	102339403	ENSG00000023445.13	BIRC3	158.628
13	+	42272153	42323267	ENSG00000023516.8	AKAP11	28.7615
1	-	193096468	193106114	ENSG00000023572.8	GLRX2	5.65074
14	+	61762357	61796428	ENSG00000023608.4	SNAPC1	14.0483
12	+	15911172	16037282	ENSG00000023697.12	DERA	19.5358
12	+	15882391	15903478	ENSG00000023734.10	STRAP	82.4425
10	+	99782732	99852192	ENSG00000023839.10	ABCC2	0
6	+	35297852	35321771	ENSG00000023892.10	DEF6	31.3663
1	+	150149183	150164720	ENSG00000023902.13	PLEKHO1	62.072
1	-	93885205	93909456	ENSG00000023909.9	GCLM	15.0867
6	+	42564062	42693504	ENSG00000024048.10	UBR2	18.363
19	+	47713343	47743134	ENSG00000024422.11	EHD2	0.0216877
1	-	68474152	68497221	ENSG00000024526.16	DEPDC1	18.9659
6	+	138773509	138793319	ENSG00000024862.17	CCDC28A	17.8744
6	-	89364636	89412270	ENSG00000025039.14	RRAGD	79.8767
6	+	122399546	122433119	ENSG00000025156.12	HSF2	18.6033
20	+	35771974	35950381	ENSG00000025293.16	PHF20	50.6791
12	+	56752161	56787790	ENSG00000025423.11	HSD17B6	0.70999
11	+	47248300	47269032	ENSG00000025434.18	NR1H3	0.867424
22	-	50525752	50530056	ENSG00000025708.13	TYMP	4.66876
22	+	50508216	50523472	ENSG00000025770.18	NCAPH2	24.7028
20	-	44942130	44960486	ENSG00000025772.7	TOMM34	46.6459
6	-	107867756	107958189	ENSG00000025796.13	SEC63	75.5998
1	+	32108038	32176568	ENSG00000025800.13	KPNA6	48.6977
10	+	88990582	89015785	ENSG00000026103.20	FAS	73.5051
6	-	166929504	166957191	ENSG00000026297.15	RNASET2	49.049
11	+	35138870	35232402	ENSG00000026508.16	CD44	138.919
20	-	51003656	51023129	ENSG00000026559.13	KCNG1	0
6	-	161129979	161274061	ENSG00000026652.13	AGPAT4	1.58236
1	+	160739057	160754821	ENSG00000026751.16	SLAMF7	353.937
6	+	26402237	26415216	ENSG00000026950.16	BTN3A1	22.8324
13	-	23730189	23889419	ENSG00000027001.9	MIPEP	10.5698
14	+	61187559	61550976	ENSG00000027075.13	PRKCH	8.63888
1	-	156840063	156859018	ENSG00000027644.4	INSRR	0
6	-	137197484	137219449	ENSG00000027697.13	IFNGR1	96.651
5	+	177600100	177610347	ENSG00000027847.13	B4GALT7	11.659
1	-	156806243	156816862	ENSG00000027869.11	SH2D2A	3.15933
2	+	57907651	58159920	ENSG00000028116.16	VRK2	40.6258
1	+	12166943	12209228	ENSG00000028137.17	TNFRSF1B	95.7154
12	+	95217746	95302790	ENSG00000028203.17	VEZT	6.42814
19	-	42086110	42196585	ENSG00000028277.21	POU2F2	152.378
5	-	850291	892824	ENSG00000028310.17	BRD9	8.69968
15	+	64094123	64146090	ENSG00000028528.14	SNX1	99.0825
6	+	133952170	133990432	ENSG00000028839.9	TBPL1	25.7186
12	+	27332854	27425289	ENSG00000029153.14	ARNTL2	30.3771
6	-	136256863	136289851	ENSG00000029363.15	BCLAF1	177.787
14	+	69398015	69462388	ENSG00000029364.11	SLC39A9	61.7114
8	-	41653220	41896762	ENSG00000029534.19	ANK1	2.34238
4	+	87799581	87812435	ENSG00000029559.6	IBSP	0
6	-	155257509	155314493	ENSG00000029639.10	TFB1M	15.2209
17	+	5282265	5385812	ENSG00000029725.16	RABEP1	130.679
X	+	150980509	150990775	ENSG00000029993.14	HMGB3	30.0556
11	-	47778087	47848555	ENSG00000030066.13	NUP160	55.2841
6	-	33572547	33580293	ENSG00000030110.12	BAK1	32.1796
9	+	110668771	110801620	ENSG00000030304.13	MUSK	0
2	-	212999691	213152427	ENSG00000030419.16	IKZF2	148.65
17	+	44345086	44353102	ENSG00000030582.16	GRN	175.298
5	-	137937960	138051961	ENSG00000031003.10	FAM13B	20.7419
3	+	119294373	119420714	ENSG00000031081.10	ARHGAP31	42.5965
6	+	49463378	49493107	ENSG00000031691.6	CENPQ	6.62739
1	+	109213918	109238169	ENSG00000031698.12	SARS	152.443
19	-	5916139	5978142	ENSG00000031823.14	RANBP3	48.0915
14	+	58298385	58373887	ENSG00000032219.18	ARID4A	22.0549
2	-	3188925	3377882	ENSG00000032389.12	TSSC1	32.4231
19	+	7534004	7561764	ENSG00000032444.15	PNPLA6	28.3948
13	+	20567069	20691437	ENSG00000032742.17	IFT88	5.81277
16	+	5033960	5087379	ENSG00000033011.11	ALG1	10.0195
12	-	122471600	122501073	ENSG00000033030.13	ZCCHC8	39.589
7	-	151207837	151227230	ENSG00000033050.7	ABCF2	73.1986
7	+	151232489	151238827	ENSG00000033100.15	CHPF2	37.0331
1	+	69568398	70151945	ENSG00000033122.18	LRRC7	0
14	+	65410592	65744121	ENSG00000033170.16	FUT8	6.51555
4	-	67612652	67701179	ENSG00000033178.12	UBA6	56.7583
11	-	78215297	78418348	ENSG00000033327.12	GAB2	19.9711
17	+	42458844	42522611	ENSG00000033627.15	ATP6V0A1	67.8518
15	+	68054179	68198603	ENSG00000033800.13	PIAS1	46.7709
3	-	27372721	27484420	ENSG00000033867.16	SLC4A7	36.6867
15	+	28884483	29118315	ENSG00000034053.14	APBA2	0
17	+	21284672	21315240	ENSG00000034152.18	MAP2K3	36.4265
8	-	48710789	48735311	ENSG00000034239.10	EFCAB1	0
3	-	131013875	131027649	ENSG00000034533.11	ASTE1	2.69358
8	-	100257060	100336218	ENSG00000034677.12	RNF19A	98.3647
6	+	143450807	143490010	ENSG00000034693.14	PEX3	15.5754
16	+	75566351	75577881	ENSG00000034713.7	GABARAPL2	68.6208
1	-	171635417	171652683	ENSG00000034971.15	MYOC	0
2	-	217730	266398	ENSG00000035115.21	SH3YL1	5.81594
2	-	70295975	70302090	ENSG00000035141.7	FAM136A	53.8592
10	+	73995193	74121363	ENSG00000035403.16	VCL	18.2056
5	-	60596912	60700190	ENSG00000035499.12	DEPDC1B	12.4749
15	-	63907036	64072033	ENSG00000035664.11	DAPK2	1.24348
8	-	58583504	58659844	ENSG00000035681.7	NSMAF	52.1881
1	-	244408494	244452134	ENSG00000035687.9	ADSS	78.0401
4	+	67558728	67607337	ENSG00000035720.7	STAP1	39.5304
4	-	39287456	39366375	ENSG00000035928.14	RFC1	82.4665
3	+	100261000	100325251	ENSG00000036054.12	TBC1D23	17.2058
2	-	224470150	224585397	ENSG00000036257.12	CUL3	38.5309
8	+	2045040	2165552	ENSG00000036448.9	MYOM2	0
X	+	38352545	38421450	ENSG00000036473.6	OTC	0
14	+	99684304	99727301	ENSG00000036530.8	CYP46A1	0
1	-	77562416	77683419	ENSG00000036549.12	ZZZ3	10.9013
8	-	20144855	20183206	ENSG00000036565.14	SLC18A1	0
11	-	119355215	119381726	ENSG00000036672.15	USP2	0.0427388
3	+	122184334	122286497	ENSG00000036828.14	CASR	0
17	+	42659305	42667006	ENSG00000037042.8	TUBG2	0.595186
5	+	172958729	172969771	ENSG00000037241.7	RPL26L1	26.743
5	-	180601506	180649624	ENSG00000037280.15	FLT4	0
5	-	6599239	6633291	ENSG00000037474.14	NSUN2	105.357
1	-	16246839	16352454	ENSG00000037637.10	FBXO42	16.218
5	+	154038906	154220478	ENSG00000037749.11	MFAP3	3.12356
19	+	13764532	13774282	ENSG00000037757.13	MRI1	9.1076
12	-	57768471	57772793	ENSG00000037897.16	METTL1	7.19919
12	+	54009106	54012362	ENSG00000037965.5	HOXC8	0
4	-	177430770	177442503	ENSG00000038002.8	AGA	6.79071
4	+	25233975	25279092	ENSG00000038210.12	PI4K2B	90.7628
4	-	13568738	13627723	ENSG00000038219.12	BOD1L1	64.8822
5	+	163503114	163519336	ENSG00000038274.16	MAT2B	124.562
4	+	165873258	166103895	ENSG00000038295.7	TLL1	0
16	+	67873023	67884503	ENSG00000038358.14	EDC4	11.6062
5	+	14143702	14532128	ENSG00000038382.17	TRIO	16.5888
5	+	83471465	83582303	ENSG00000038427.15	VCAN	6.70659
16	+	10944488	11182189	ENSG00000038532.14	CLEC16A	38.9904
8	-	16107878	16567490	ENSG00000038945.14	MSR1	0.136031
16	+	68737225	68835548	ENSG00000039068.18	CDH1	0
5	+	55307760	55425581	ENSG00000039123.15	SKIV2L2	38.9212
5	-	13690331	13944543	ENSG00000039139.9	DNAH5	0
5	+	80408013	80479350	ENSG00000039319.16	ZFYVE16	10.5831
16	+	67518418	67546788	ENSG00000039523.18	FAM65A	12.7456
5	-	41142234	41261438	ENSG00000039537.13	C6	0
5	+	34656237	34832627	ENSG00000039560.13	RAI14	0.149929
5	-	157625679	157671480	ENSG00000039600.10	SOX30	0.0642426
19	-	49859882	49878351	ENSG00000039650.10	PNKP	6.15847
19	+	12751702	12758458	ENSG00000039987.6	BEST2	0.110166
16	-	71637835	71724701	ENSG00000040199.18	PHLPP2	14.4286
5	+	169583634	169604778	ENSG00000040275.16	SPDL1	35.3157
8	-	73420369	73747708	ENSG00000040341.17	STAU2	31.1409
1	+	19312326	19329300	ENSG00000040487.12	PQLC2	3.65227
17	+	3636468	3661542	ENSG00000040531.14	CTNS	5.01722
22	-	20241415	20283246	ENSG00000040608.13	RTN4R	0.254644
17	-	7235028	7239722	ENSG00000040633.12	PHF23	31.816
5	-	24487100	24644978	ENSG00000040731.10	CDH10	0
2	+	98444854	98594390	ENSG00000040933.15	INPP4A	2.30618
18	+	54717860	54895516	ENSG00000041353.9	RAB27B	0
15	+	78540405	78552419	ENSG00000041357.15	PSMA4	104.405
13	+	108596152	109208007	ENSG00000041515.15	MYO16	0
3	-	194640788	194672477	ENSG00000041802.10	LSG1	46.5431
3	+	51942345	51948867	ENSG00000041880.14	PARP3	11.239
9	-	115019578	115118257	ENSG00000041982.15	TNC	0.145611
1	+	6624866	6635586	ENSG00000041988.15	THAP3	7.50493
20	-	50586108	50691528	ENSG00000042062.11	FAM65C	0
14	+	89954939	90044768	ENSG00000042088.13	TDP1	36.1491
10	-	70098223	70132934	ENSG00000042286.14	AIFM2	34.1357
2	-	227610090	227633320	ENSG00000042304.10	C2orf83	0.00849024
14	+	88384924	88470350	ENSG00000042317.16	SPATA7	0.422949
11	+	93784227	93814695	ENSG00000042429.10	MED17	19.8714
2	-	85342088	85354620	ENSG00000042445.13	RETSAT	7.02811
2	-	85394748	85418432	ENSG00000042493.15	CAPG	60.1371
19	-	46838136	46850992	ENSG00000042753.11	AP2S1	41.0176
1	-	215622894	216423396	ENSG00000042781.12	USH2A	0
7	-	49850421	50121329	ENSG00000042813.7	ZPBP	0
8	+	132866958	133134903	ENSG00000042832.11	TG	0
8	+	24294040	24359018	ENSG00000042980.12	ADAM28	0.161
11	+	129375940	129452279	ENSG00000043039.6	BARX2	0
3	-	182938074	182985953	ENSG00000043093.13	DCUN1D1	44.5104
5	+	134524312	134583230	ENSG00000043143.20	JADE2	72.9661
13	+	99981772	99986773	ENSG00000043355.11	ZIC2	0
5	-	170246237	170298227	ENSG00000043462.11	LCP2	31.6105
1	-	39841022	39883511	ENSG00000043514.15	TRIT1	18.9558
10	+	114044056	114046908	ENSG00000043591.5	ADRB1	0.490711
1	+	42153421	42155824	ENSG00000044012.3	GUCA2B	0
6	-	43037617	43053945	ENSG00000044090.8	CUL7	1.17037
5	+	138610967	138935034	ENSG00000044115.20	CTNNA1	145.266
X	-	18892300	18984598	ENSG00000044446.11	PHKA2	20.1079
9	+	17134982	17503923	ENSG00000044459.14	CNTLN	4.16735
3	+	89107524	89482134	ENSG00000044524.10	EPHA3	0
9	-	125234853	125241330	ENSG00000044574.7	HSPA5	610.198
18	+	31498043	31549008	ENSG00000046604.12	DSG2	8.32899
X	-	14008279	14029893	ENSG00000046647.13	GEMIN8	8.74849
X	+	13734745	13769353	ENSG00000046651.14	OFD1	9.16115
X	-	13771031	13938638	ENSG00000046653.14	GPM6B	0.658061
X	-	142202345	142205290	ENSG00000046774.9	MAGEC2	0
8	+	67952118	68237030	ENSG00000046889.18	PREX2	0.0156299
10	+	1049538	1132297	ENSG00000047056.14	WDR37	0.956952
5	+	113513683	113595285	ENSG00000047188.15	YTHDC2	16.588
X	-	16588003	16712936	ENSG00000047230.14	CTPS2	14.295
8	-	53715557	53843558	ENSG00000047249.16	ATP6V1H	37.0332
4	+	56977722	57031168	ENSG00000047315.14	POLR2B	103.691
15	-	52581317	52709817	ENSG00000047346.12	FAM214A	12.3076
4	-	35948221	36244509	ENSG00000047365.11	ARAP2	29.0112
1	-	186311652	186375693	ENSG00000047410.13	TPR	162.893
3	-	149162410	149222055	ENSG00000047457.13	CP	0
16	+	27550133	27780369	ENSG00000047578.12	KIAA0556	2.09631
6	-	15522801	15663058	ENSG00000047579.19	DTNBP1	16.6575
X	+	37685759	37732130	ENSG00000047597.5	XK	0
12	-	5531869	5946232	ENSG00000047617.14	ANO2	0
12	-	4487728	4538508	ENSG00000047621.11	C12orf4	19.1616
X	+	17737449	17754988	ENSG00000047634.14	SCML1	1.26535
X	+	10015562	10144478	ENSG00000047644.18	WWC3	3.78767
X	-	11137543	11665701	ENSG00000047648.21	ARHGAP6	1.86428
4	-	17629306	17781512	ENSG00000047662.4	FAM184B	0.220906
3	-	47850690	48089272	ENSG00000047849.21	MAP4	221.16
6	-	117560269	117602542	ENSG00000047932.13	GOPC	46.646
6	-	117288300	117425855	ENSG00000047936.10	ROS1	0
11	-	113797874	113875570	ENSG00000048028.11	USP28	31.7272
7	+	18086949	19002416	ENSG00000048052.21	HDAC9	4.15951
5	+	176647387	176659054	ENSG00000048140.17	TSPAN17	13.2006
5	-	176383938	176388975	ENSG00000048162.20	NOP16	54.0563
4	+	15469865	15601557	ENSG00000048342.15	CC2D2A	0.156959
8	-	102204502	102239118	ENSG00000048392.11	RRM2B	86.3154
7	-	127346790	127431924	ENSG00000048405.9	ZNF800	19.2033
16	+	11965107	11968068	ENSG00000048462.10	TNFRSF17	15.8134
16	+	11976737	12574289	ENSG00000048471.13	SNX29	82.4208
12	-	16548373	16610594	ENSG00000048540.14	LMO3	0.00778054
6	-	42206801	42217865	ENSG00000048544.5	MRPS10	34.2346
6	+	42155406	42180056	ENSG00000048545.13	GUCA1A	0
11	-	77659996	77821017	ENSG00000048649.13	RSF1	48.2687
1	+	12230067	12512047	ENSG00000048707.13	VPS13D	4.51337
10	+	10798397	11336675	ENSG00000048740.18	CELF2	152.47
9	+	93451722	93566107	ENSG00000048828.16	FAM120A	121.837
2	+	135531455	135725270	ENSG00000048991.16	R3HDM1	48.7094
1	-	40300487	40317816	ENSG00000049089.13	COL9A2	5.4228
12	-	88492793	88580851	ENSG00000049130.13	KITLG	0
5	-	60873831	60945073	ENSG00000049167.13	ERCC8	2.34666
5	-	65148736	65481920	ENSG00000049192.14	ADAMTS6	0
1	+	9234775	9271337	ENSG00000049239.12	H6PD	20.1679
1	+	7771269	7781432	ENSG00000049245.12	VAMP3	13.2301
1	+	7784320	7845177	ENSG00000049246.14	PER3	0
1	-	7843083	7853512	ENSG00000049247.13	UTS2	0
1	-	7915894	7943165	ENSG00000049249.8	TNFRSF9	3.61834
17	+	50532543	50543750	ENSG00000049283.17	EPN3	0
2	+	32946972	33399509	ENSG00000049323.15	LTBP1	0.000674348
11	+	31812391	32105755	ENSG00000049449.8	RCN1	103.508
7	+	74027789	74069907	ENSG00000049540.16	ELN	0
7	-	74231499	74254458	ENSG00000049541.10	RFC2	50.5148
6	+	156777374	157210779	ENSG00000049618.22	ARID1B	65.4011
5	-	1317744	1345099	ENSG00000049656.13	CLPTM1L	50.5453
18	+	58044367	58401540	ENSG00000049759.17	NEDD4L	14.1848
X	-	49250436	49264826	ENSG00000049768.14	FOXP3	0.245738
X	+	49269843	49301461	ENSG00000049769.12	PPP1R3F	3.88108
5	+	74640023	74722647	ENSG00000049860.13	HEXB	35.842
5	+	72320367	72368395	ENSG00000049883.14	PTCD2	12.0487
X	-	74732849	74925485	ENSG00000050030.13	KIAA2022	0
14	+	59484443	59505410	ENSG00000050130.17	JKAMP	23.0605
11	-	11963106	12009769	ENSG00000050165.17	DKK3	0
7	+	144355288	144380632	ENSG00000050327.14	ARHGEF5	3.51797
7	+	26152240	26187125	ENSG00000050344.8	NFE2L3	11.0139
6	-	13786557	13814568	ENSG00000050393.11	MCUR1	14.2708
12	-	50175788	50283546	ENSG00000050405.13	LIMA1	89.9491
12	+	51047962	51060424	ENSG00000050426.15	LETMD1	22.6729
12	+	51391317	51515763	ENSG00000050438.16	SLC4A8	0.0345814
9	+	131009082	131094473	ENSG00000050555.17	LAMC3	0
1	-	70852353	71047808	ENSG00000050628.20	PTGER3	0
4	-	121131408	121227466	ENSG00000050730.15	TNIP3	0.594294
5	-	180233143	180292099	ENSG00000050748.17	MAPK9	36.2221
5	-	178237618	178590555	ENSG00000050767.15	COL23A1	0.0484828
16	-	75228187	75268053	ENSG00000050820.16	BCAR1	6.15181
11	-	6211335	6234711	ENSG00000051009.10	FAM160A2	4.58199
16	+	56932048	56944863	ENSG00000051108.14	HERPUD1	144.035
19	-	18929201	18941261	ENSG00000051128.18	HOMER3	0.427946
15	+	40694774	40732339	ENSG00000051180.16	RAD51	13.4544
3	-	121431427	121546641	ENSG00000051341.13	POLQ	4.62978
3	-	138652699	138834938	ENSG00000051382.8	PIK3CB	22.302
16	-	88643283	88651152	ENSG00000051523.10	CYBA	134.85
5	-	175917873	176034680	ENSG00000051596.9	THOC3	27.8356
6	+	138403531	138422197	ENSG00000051620.10	HEBP2	8.35455
12	-	123152320	123244014	ENSG00000051825.14	MPHOSPH9	9.69783
12	+	19129752	19376400	ENSG00000052126.14	PLEKHA5	0.119206
16	-	31131433	31135762	ENSG00000052344.15	PRSS8	0
1	-	114769479	114780685	ENSG00000052723.11	SIKE1	22.4885
10	-	97356358	97426076	ENSG00000052749.13	RRP12	26.2684
4	+	158769138	158908049	ENSG00000052795.12	FNIP2	22.5293
4	+	165327623	165343160	ENSG00000052802.12	MSMO1	55.0427
11	+	43358932	43494933	ENSG00000052841.14	TTC17	49.9695
11	-	44260444	44310166	ENSG00000052850.5	ALX4	0
5	-	133196455	133612564	ENSG00000053108.16	FSTL4	0
14	-	89124871	89619149	ENSG00000053254.15	FOXN3	67.9285
6	-	110245928	110358272	ENSG00000053328.8	METTL24	0
1	-	19303965	19312146	ENSG00000053371.12	AKR7A2	29.0213
1	+	19251539	19260128	ENSG00000053372.4	MRTO4	56.0953
20	+	37521215	37523693	ENSG00000053438.8	NNAT	0.434826
19	+	17215346	17219829	ENSG00000053501.12	USE1	9.67657
3	-	183178043	183428778	ENSG00000053524.11	MCF2L2	0.0815378
12	-	2825348	2835544	ENSG00000053702.14	NRIP2	0.926608
18	+	23689443	23955066	ENSG00000053747.15	LAMA3	0.220579
14	+	57268909	57298742	ENSG00000053770.11	AP5M1	29.7444
4	+	25377213	25418498	ENSG00000053900.10	ANAPC4	10.4595
11	+	2444684	2849109	ENSG00000053918.15	KCNQ1	0
1	-	36136570	36156053	ENSG00000054116.11	TRAPPC3	43.2451
1	+	36224416	36305357	ENSG00000054118.13	THRAP3	163.889
9	+	136848724	136851027	ENSG00000054148.17	PHPT1	44.73
9	-	137048098	137054045	ENSG00000054179.11	ENTPD2	0
2	-	159803355	159904749	ENSG00000054219.10	LY75	126.922
1	-	235131634	235328219	ENSG00000054267.20	ARID4B	43.2186
1	-	241590102	241677376	ENSG00000054277.13	OPN3	10.0348
1	+	243256034	243500092	ENSG00000054282.15	SDCCAG8	12.2159
2	-	219289623	219309648	ENSG00000054356.13	PTPRN	0
1	+	210328252	210676296	ENSG00000054392.12	HHAT	1.98955
1	+	10210805	10381603	ENSG00000054523.17	KIF1B	16.5044
6	+	1609972	1613897	ENSG00000054598.6	FOXC1	0.218693
22	+	46762617	47175699	ENSG00000054611.13	TBC1D22A	44.3469
14	+	63852983	64226433	ENSG00000054654.15	SYNE2	29.4018
14	+	67533301	67589612	ENSG00000054690.13	PLEKHH1	0
20	-	51596514	51768634	ENSG00000054793.13	ATP9A	0.234205
20	+	57329759	57343994	ENSG00000054796.12	SPO11	0
20	-	55997440	56005472	ENSG00000054803.3	CBLN4	0
11	-	74696429	74731385	ENSG00000054938.15	CHRDL2	0
11	-	73400487	73598189	ENSG00000054965.10	FAM168A	52.1905
11	+	73376264	73397474	ENSG00000054967.12	RELT	16.0448
14	-	87837820	87993665	ENSG00000054983.16	GALC	6.34471
2	+	202265716	202303666	ENSG00000055044.10	NOP58	128.245
1	+	16352575	16398145	ENSG00000055070.16	SZRD1	298.139
7	-	150944961	150978315	ENSG00000055118.14	KCNH2	0
7	+	148697914	148801036	ENSG00000055130.15	CUL1	75.6189
5	-	153990128	154038936	ENSG00000055147.18	FAM114A2	29.2189
5	+	157266079	157395595	ENSG00000055163.19	CYFIP2	183.38
6	+	149218641	149411613	ENSG00000055208.18	TAB2	58.4162
6	+	149566294	149591748	ENSG00000055211.12	GINM1	51.9754
2	-	37099210	37157065	ENSG00000055332.16	EIF2AK2	206.644
17	-	78787381	78841441	ENSG00000055483.19	USP36	17.9606
7	-	152134922	152436005	ENSG00000055609.17	KMT2C	34.6393
1	-	85018082	85048499	ENSG00000055732.12	MCOLN3	0
2	+	56184123	56386173	ENSG00000055813.5	CCDC85A	0
2	-	20248691	20352234	ENSG00000055917.15	PUM2	86.7709
10	-	100969458	100987515	ENSG00000055950.16	MRPL43	20.5214
3	-	52812975	52831479	ENSG00000055955.15	ITIH4	0
3	+	52777592	52792068	ENSG00000055957.10	ITIH1	0.208175
4	-	169729465	169757953	ENSG00000056050.6	HPF1	17.8091
5	-	32354350	32444761	ENSG00000056097.15	ZFR	92.7969
X	-	130202711	130268899	ENSG00000056277.15	ZNF280C	1.84646
4	+	72031804	72148067	ENSG00000056291.17	NPFFR2	0
22	-	44881162	45009999	ENSG00000056487.15	PHF21B	0.0461673
9	-	120902393	120929173	ENSG00000056558.10	TRAF1	142.841
9	-	122844556	122905341	ENSG00000056586.15	RC3H2	24.8002
3	+	53846580	53865800	ENSG00000056736.9	IL17RB	2.45588
6	-	111556454	111606278	ENSG00000056972.18	TRAF3IP2	31.0625
X	+	2828788	2882818	ENSG00000056998.18	GYG2	0
3	-	98795941	98901689	ENSG00000057019.15	DCBLD2	0.674448
18	-	63655197	63661963	ENSG00000057149.15	SERPINB3	0
1	+	179293714	179358680	ENSG00000057252.12	SOAT1	38.0487
12	-	32790745	32896840	ENSG00000057294.14	PKP2	0.208367
1	+	75796882	75913238	ENSG00000057468.6	MSH4	0
13	+	113105788	113120681	ENSG00000057593.13	F7	0
10	-	5765223	5842132	ENSG00000057608.16	GDI2	412.601
6	+	106086320	106109939	ENSG00000057657.15	PRDM1	4.57293
6	-	106045423	106325820	ENSG00000057663.13	ATG5	19.6471
12	-	94567124	94650562	ENSG00000057704.11	TMCC3	0
1	+	23778405	23788232	ENSG00000057757.9	PITHD1	40.0077
2	+	42494569	42756947	ENSG00000057935.13	MTA3	36.1109
3	+	179652755	179789401	ENSG00000058056.8	USP13	15.028
3	+	182793500	182921635	ENSG00000058063.15	ATP11B	75.4671
1	+	183186238	183244900	ENSG00000058085.14	LAMC2	0.0263053
7	+	90466424	91210590	ENSG00000058091.16	CDK14	25.2463
3	+	128051641	128071683	ENSG00000058262.9	SEC61A1	159.714
12	-	79773563	79935460	ENSG00000058272.16	PPP1R12A	84.5021
15	-	78959947	79090773	ENSG00000058335.15	RASGRF1	0
7	-	44217150	44334577	ENSG00000058404.19	CAMK2B	0.290718
1	+	16740273	16972979	ENSG00000058453.16	CROCC	0.0316362
16	+	22297375	22335103	ENSG00000058600.15	POLR3E	31.6382
1	+	203626561	203744081	ENSG00000058668.14	ATP2B4	0.614454
1	+	203795654	203854124	ENSG00000058673.15	ZC3H11A	139.718
5	-	97160867	97183260	ENSG00000058729.10	RIOK2	29.365
1	-	53851719	53889834	ENSG00000058799.13	YIPF1	4.40167
1	-	53765460	53838860	ENSG00000058804.11	NDC1	31.4532
3	-	186105668	186362237	ENSG00000058866.14	DGKG	0.411405
16	+	2911937	2951208	ENSG00000059122.16	FLYWCH1	11.6224
16	-	1363205	1414751	ENSG00000059145.18	UNKL	6.52955
7	+	139777051	140020325	ENSG00000059377.15	TBXAS1	0
7	-	140023744	140063721	ENSG00000059378.12	PARP12	1.33864
10	-	95605929	95656706	ENSG00000059573.8	ALDH18A1	74.5163
1	-	234391313	234479103	ENSG00000059588.9	TARBP1	5.81288
4	-	151670504	151761023	ENSG00000059691.11	GATB	27.2353
2	+	69897688	69942945	ENSG00000059728.10	MXD1	13.9115
12	-	96278261	96400560	ENSG00000059758.7	CDK17	45.1042
9	+	111631352	111654351	ENSG00000059769.19	DNAJC25	1.88462
12	-	7919230	7936275	ENSG00000059804.15	SLC2A3	73.1323
10	-	102402617	102421539	ENSG00000059915.16	PSD	0.357675
18	+	79679801	79756623	ENSG00000060069.16	CTDP1	7.76272
12	-	10699089	10723312	ENSG00000060138.12	YBX3	19.7176
12	-	10618939	10674318	ENSG00000060140.8	STYK1	0
12	+	752593	911452	ENSG00000060237.16	WNK1	310.5
10	+	68721012	68792377	ENSG00000060339.13	CCAR1	60.1028
20	+	62804835	62814000	ENSG00000060491.16	OGFR	66.4156
19	+	3136193	3163769	ENSG00000060558.3	GNA15	10.3443
19	+	4153601	4173054	ENSG00000060566.13	CREB3L3	0
1	+	26787472	26798398	ENSG00000060642.10	PIGV	9.04105
1	+	29236516	29326813	ENSG00000060656.19	PTPRU	0.244329
1	-	31259568	31296782	ENSG00000060688.12	SNRNP40	47.9662
12	-	130396137	130517917	ENSG00000060709.14	RIMBP2	0.153618
1	-	102876467	103108496	ENSG00000060718.19	COL11A1	0
11	+	32893178	32993316	ENSG00000060749.14	QSER1	12.7282
6	-	166364919	166383013	ENSG00000060762.18	MPC1	17.0668
3	-	38103129	38137242	ENSG00000060971.17	ACAA1	17.5914
12	-	24810022	24949459	ENSG00000060982.14	BCAT1	91.8067
12	-	47782722	47833132	ENSG00000061273.17	HDAC7	1.04583
8	-	20246165	20303963	ENSG00000061337.15	LZTS1	0.014282
5	+	123089121	123194266	ENSG00000061455.10	PRDM6	0.0346456
5	+	138083892	138092365	ENSG00000061492.11	WNT8A	0
20	+	35615892	35621049	ENSG00000061656.9	SPAG4	0.173736
2	-	182909115	183038858	ENSG00000061676.14	NCKAP1	2.16628
