chr	strand	start	end	gene_id	gene_symbol	omega
10	-	112424428	112446917	ENSG00000023041.11	ZDHHC6	14.9453
11	+	123358428	123627774	ENSG00000023171.15	GRAMD1B	3.61201
11	-	494512	507300	ENSG00000023191.16	RNH1	147.901
2	-	206114817	206159603	ENSG00000023228.13	NDUFS1	52.6226
8	-	52622456	52745843	ENSG00000023287.12	RB1CC1	30.237
9	-	99979179	100099040	ENSG00000023318.7	ERP44	65.8251
3	+	52198086	52214327	ENSG00000023330.14	ALAS1	21.9608
11	+	102317450	102339403	ENSG00000023445.13	BIRC3	0.712232
13	+	42272153	42323267	ENSG00000023516.8	AKAP11	21.039
1	-	193096468	193106114	ENSG00000023572.8	GLRX2	3.99774
14	+	61762357	61796428	ENSG00000023608.4	SNAPC1	19.7493
12	+	15911172	16037282	ENSG00000023697.12	DERA	11.6946
12	+	15882391	15903478	ENSG00000023734.10	STRAP	82.13
10	+	99782732	99852192	ENSG00000023839.10	ABCC2	0.346021
6	+	35297852	35321771	ENSG00000023892.10	DEF6	0.16766
1	+	150149183	150164720	ENSG00000023902.13	PLEKHO1	21.8628
1	-	93885205	93909456	ENSG00000023909.9	GCLM	15.1932
6	+	42564062	42693504	ENSG00000024048.10	UBR2	22.442
19	+	47713343	47743134	ENSG00000024422.11	EHD2	337.539
1	-	68474152	68497221	ENSG00000024526.16	DEPDC1	1.94152
6	+	138773509	138793319	ENSG00000024862.17	CCDC28A	6.45396
6	-	89364636	89412270	ENSG00000025039.14	RRAGD	0.22201
6	+	122399546	122433119	ENSG00000025156.12	HSF2	10.0244
20	+	35771974	35950381	ENSG00000025293.16	PHF20	36.3775
12	+	56752161	56787790	ENSG00000025423.11	HSD17B6	0.367102
11	+	47248300	47269032	ENSG00000025434.18	NR1H3	2.1175
22	-	50525752	50530056	ENSG00000025708.13	TYMP	2.35254
22	+	50508216	50523472	ENSG00000025770.18	NCAPH2	12.2251
20	-	44942130	44960486	ENSG00000025772.7	TOMM34	17.0551
6	-	107867756	107958189	ENSG00000025796.13	SEC63	103.096
1	+	32108038	32176568	ENSG00000025800.13	KPNA6	63.4927
10	+	88990582	89015785	ENSG00000026103.20	FAS	18.3752
6	-	166929504	166957191	ENSG00000026297.15	RNASET2	9.39521
11	+	35138870	35232402	ENSG00000026508.16	CD44	330.552
20	-	51003656	51023129	ENSG00000026559.13	KCNG1	9.92457
6	-	161129979	161274061	ENSG00000026652.13	AGPAT4	11.56
1	+	160739057	160754821	ENSG00000026751.16	SLAMF7	0
6	+	26402237	26415216	ENSG00000026950.16	BTN3A1	15.9945
13	-	23730189	23889419	ENSG00000027001.9	MIPEP	7.02807
14	+	61187559	61550976	ENSG00000027075.13	PRKCH	0
1	-	156840063	156859018	ENSG00000027644.4	INSRR	0.0021064
6	-	137197484	137219449	ENSG00000027697.13	IFNGR1	28.5373
5	+	177600100	177610347	ENSG00000027847.13	B4GALT7	16.2779
1	-	156806243	156816862	ENSG00000027869.11	SH2D2A	0.0251023
2	+	57907651	58159920	ENSG00000028116.16	VRK2	8.36444
1	+	12166943	12209228	ENSG00000028137.17	TNFRSF1B	2.06156
12	+	95217746	95302790	ENSG00000028203.17	VEZT	3.31595
19	-	42086110	42196585	ENSG00000028277.21	POU2F2	8.76191
5	-	850291	892824	ENSG00000028310.17	BRD9	11.7173
15	+	64094123	64146090	ENSG00000028528.14	SNX1	78.76
6	+	133952170	133990432	ENSG00000028839.9	TBPL1	8.92363
12	+	27332854	27425289	ENSG00000029153.14	ARNTL2	1.58038
6	-	136256863	136289851	ENSG00000029363.15	BCLAF1	79.4987
14	+	69398015	69462388	ENSG00000029364.11	SLC39A9	44.2627
8	-	41653220	41896762	ENSG00000029534.19	ANK1	0.329936
4	+	87799581	87812435	ENSG00000029559.6	IBSP	0
6	-	155257509	155314493	ENSG00000029639.10	TFB1M	3.96877
17	+	5282265	5385812	ENSG00000029725.16	RABEP1	62.5635
X	+	150980509	150990775	ENSG00000029993.14	HMGB3	20.2109
11	-	47778087	47848555	ENSG00000030066.13	NUP160	21.8721
6	-	33572547	33580293	ENSG00000030110.12	BAK1	15.8161
9	+	110668771	110801620	ENSG00000030304.13	MUSK	0
2	-	212999691	213152427	ENSG00000030419.16	IKZF2	2.59509
17	+	44345086	44353102	ENSG00000030582.16	GRN	215.966
5	-	137937960	138051961	ENSG00000031003.10	FAM13B	24.6744
3	+	119294373	119420714	ENSG00000031081.10	ARHGAP31	31.1283
6	+	49463378	49493107	ENSG00000031691.6	CENPQ	2.04976
1	+	109213918	109238169	ENSG00000031698.12	SARS	216.896
19	-	5916139	5978142	ENSG00000031823.14	RANBP3	34.761
14	+	58298385	58373887	ENSG00000032219.18	ARID4A	10.7293
2	-	3188925	3377882	ENSG00000032389.12	TSSC1	12.2703
19	+	7534004	7561764	ENSG00000032444.15	PNPLA6	17.587
13	+	20567069	20691437	ENSG00000032742.17	IFT88	7.39388
16	+	5033960	5087379	ENSG00000033011.11	ALG1	21.7199
12	-	122471600	122501073	ENSG00000033030.13	ZCCHC8	20.8619
7	-	151207837	151227230	ENSG00000033050.7	ABCF2	56.8256
7	+	151232489	151238827	ENSG00000033100.15	CHPF2	85.1343
1	+	69568398	70151945	ENSG00000033122.18	LRRC7	0.0196046
14	+	65410592	65744121	ENSG00000033170.16	FUT8	26.4414
4	-	67612652	67701179	ENSG00000033178.12	UBA6	16.3966
11	-	78215297	78418348	ENSG00000033327.12	GAB2	19.357
17	+	42458844	42522611	ENSG00000033627.15	ATP6V0A1	24.9099
15	+	68054179	68198603	ENSG00000033800.13	PIAS1	10.5057
3	-	27372721	27484420	ENSG00000033867.16	SLC4A7	16.4519
15	+	28884483	29118315	ENSG00000034053.14	APBA2	0.665778
17	+	21284672	21315240	ENSG00000034152.18	MAP2K3	30.6514
8	-	48710789	48735311	ENSG00000034239.10	EFCAB1	0.169377
3	-	131013875	131027649	ENSG00000034533.11	ASTE1	2.61167
8	-	100257060	100336218	ENSG00000034677.12	RNF19A	18.549
6	+	143450807	143490010	ENSG00000034693.14	PEX3	7.32798
16	+	75566351	75577881	ENSG00000034713.7	GABARAPL2	53.8672
1	-	171635417	171652683	ENSG00000034971.15	MYOC	0.0163371
2	-	217730	266398	ENSG00000035115.21	SH3YL1	4.82641
2	-	70295975	70302090	ENSG00000035141.7	FAM136A	19.3706
10	+	73995193	74121363	ENSG00000035403.16	VCL	103.241
5	-	60596912	60700190	ENSG00000035499.12	DEPDC1B	0.586692
15	-	63907036	64072033	ENSG00000035664.11	DAPK2	3.88033
8	-	58583504	58659844	ENSG00000035681.7	NSMAF	36.6285
1	-	244408494	244452134	ENSG00000035687.9	ADSS	35.9577
4	+	67558728	67607337	ENSG00000035720.7	STAP1	0
4	-	39287456	39366375	ENSG00000035928.14	RFC1	46.8944
3	+	100261000	100325251	ENSG00000036054.12	TBC1D23	23.6685
2	-	224470150	224585397	ENSG00000036257.12	CUL3	52.1097
8	+	2045040	2165552	ENSG00000036448.9	MYOM2	0.0650878
X	+	38352545	38421450	ENSG00000036473.6	OTC	0
14	+	99684304	99727301	ENSG00000036530.8	CYP46A1	0.0432875
1	-	77562416	77683419	ENSG00000036549.12	ZZZ3	23.7804
8	-	20144855	20183206	ENSG00000036565.14	SLC18A1	0
11	-	119355215	119381726	ENSG00000036672.15	USP2	0.409314
3	+	122184334	122286497	ENSG00000036828.14	CASR	0
17	+	42659305	42667006	ENSG00000037042.8	TUBG2	3.47836
5	+	172958729	172969771	ENSG00000037241.7	RPL26L1	20.1122
5	-	180601506	180649624	ENSG00000037280.15	FLT4	0.0294461
5	-	6599239	6633291	ENSG00000037474.14	NSUN2	34.2346
1	-	16246839	16352454	ENSG00000037637.10	FBXO42	14.936
5	+	154038906	154220478	ENSG00000037749.11	MFAP3	3.53948
19	+	13764532	13774282	ENSG00000037757.13	MRI1	6.93715
12	-	57768471	57772793	ENSG00000037897.16	METTL1	5.29715
12	+	54009106	54012362	ENSG00000037965.5	HOXC8	71.3919
4	-	177430770	177442503	ENSG00000038002.8	AGA	11.3318
4	+	25233975	25279092	ENSG00000038210.12	PI4K2B	6.168
4	-	13568738	13627723	ENSG00000038219.12	BOD1L1	58.5662
5	+	163503114	163519336	ENSG00000038274.16	MAT2B	37.7191
4	+	165873258	166103895	ENSG00000038295.7	TLL1	0
16	+	67873023	67884503	ENSG00000038358.14	EDC4	12.3517
5	+	14143702	14532128	ENSG00000038382.17	TRIO	59.5045
5	+	83471465	83582303	ENSG00000038427.15	VCAN	245.117
16	+	10944488	11182189	ENSG00000038532.14	CLEC16A	18.2586
8	-	16107878	16567490	ENSG00000038945.14	MSR1	0.0519815
16	+	68737225	68835548	ENSG00000039068.18	CDH1	0.0358675
5	+	55307760	55425581	ENSG00000039123.15	SKIV2L2	29.1919
5	-	13690331	13944543	ENSG00000039139.9	DNAH5	0
5	+	80408013	80479350	ENSG00000039319.16	ZFYVE16	23.5699
16	+	67518418	67546788	ENSG00000039523.18	FAM65A	36.918
5	-	41142234	41261438	ENSG00000039537.13	C6	0
5	+	34656237	34832627	ENSG00000039560.13	RAI14	118.872
5	-	157625679	157671480	ENSG00000039600.10	SOX30	0.133965
19	-	49859882	49878351	ENSG00000039650.10	PNKP	8.92207
19	+	12751702	12758458	ENSG00000039987.6	BEST2	0.0324144
16	-	71637835	71724701	ENSG00000040199.18	PHLPP2	13.0162
5	+	169583634	169604778	ENSG00000040275.16	SPDL1	22.7624
8	-	73420369	73747708	ENSG00000040341.17	STAU2	15.4546
1	+	19312326	19329300	ENSG00000040487.12	PQLC2	7.60106
17	+	3636468	3661542	ENSG00000040531.14	CTNS	13.6045
22	-	20241415	20283246	ENSG00000040608.13	RTN4R	0.0417556
17	-	7235028	7239722	ENSG00000040633.12	PHF23	32.4907
5	-	24487100	24644978	ENSG00000040731.10	CDH10	0
2	+	98444854	98594390	ENSG00000040933.15	INPP4A	4.86928
18	+	54717860	54895516	ENSG00000041353.9	RAB27B	0.294648
15	+	78540405	78552419	ENSG00000041357.15	PSMA4	50.0416
13	+	108596152	109208007	ENSG00000041515.15	MYO16	0.246009
3	-	194640788	194672477	ENSG00000041802.10	LSG1	27.6882
3	+	51942345	51948867	ENSG00000041880.14	PARP3	7.76558
9	-	115019578	115118257	ENSG00000041982.15	TNC	912.146
1	+	6624866	6635586	ENSG00000041988.15	THAP3	7.22907
20	-	50586108	50691528	ENSG00000042062.11	FAM65C	0.183149
14	+	89954939	90044768	ENSG00000042088.13	TDP1	7.70378
10	-	70098223	70132934	ENSG00000042286.14	AIFM2	19.0398
2	-	227610090	227633320	ENSG00000042304.10	C2orf83	0
14	+	88384924	88470350	ENSG00000042317.16	SPATA7	2.22874
11	+	93784227	93814695	ENSG00000042429.10	MED17	15.8565
2	-	85342088	85354620	ENSG00000042445.13	RETSAT	31.033
2	-	85394748	85418432	ENSG00000042493.15	CAPG	14.9683
19	-	46838136	46850992	ENSG00000042753.11	AP2S1	80.3364
1	-	215622894	216423396	ENSG00000042781.12	USH2A	0.0555463
7	-	49850421	50121329	ENSG00000042813.7	ZPBP	0
8	+	132866958	133134903	ENSG00000042832.11	TG	0.061316
8	+	24294040	24359018	ENSG00000042980.12	ADAM28	0.0682989
11	+	129375940	129452279	ENSG00000043039.6	BARX2	0
3	-	182938074	182985953	ENSG00000043093.13	DCUN1D1	14.2419
5	+	134524312	134583230	ENSG00000043143.20	JADE2	18.6837
13	+	99981772	99986773	ENSG00000043355.11	ZIC2	0
5	-	170246237	170298227	ENSG00000043462.11	LCP2	0
1	-	39841022	39883511	ENSG00000043514.15	TRIT1	6.57469
10	+	114044056	114046908	ENSG00000043591.5	ADRB1	0.019648
1	+	42153421	42155824	ENSG00000044012.3	GUCA2B	0
6	-	43037617	43053945	ENSG00000044090.8	CUL7	9.96763
5	+	138610967	138935034	ENSG00000044115.20	CTNNA1	340.666
X	-	18892300	18984598	ENSG00000044446.11	PHKA2	6.86616
9	+	17134982	17503923	ENSG00000044459.14	CNTLN	3.47512
3	+	89107524	89482134	ENSG00000044524.10	EPHA3	0.381583
9	-	125234853	125241330	ENSG00000044574.7	HSPA5	629.157
18	+	31498043	31549008	ENSG00000046604.12	DSG2	0.152681
X	-	14008279	14029893	ENSG00000046647.13	GEMIN8	4.64739
X	+	13734745	13769353	ENSG00000046651.14	OFD1	5.6132
X	-	13771031	13938638	ENSG00000046653.14	GPM6B	0.622064
X	-	142202345	142205290	ENSG00000046774.9	MAGEC2	0
8	+	67952118	68237030	ENSG00000046889.18	PREX2	0.116427
10	+	1049538	1132297	ENSG00000047056.14	WDR37	6.98376
5	+	113513683	113595285	ENSG00000047188.15	YTHDC2	12.7139
X	-	16588003	16712936	ENSG00000047230.14	CTPS2	7.93679
8	-	53715557	53843558	ENSG00000047249.16	ATP6V1H	21.6909
4	+	56977722	57031168	ENSG00000047315.14	POLR2B	81.547
15	-	52581317	52709817	ENSG00000047346.12	FAM214A	8.09152
4	-	35948221	36244509	ENSG00000047365.11	ARAP2	0.0558865
1	-	186311652	186375693	ENSG00000047410.13	TPR	78.1674
3	-	149162410	149222055	ENSG00000047457.13	CP	0.0332951
16	+	27550133	27780369	ENSG00000047578.12	KIAA0556	14.5326
6	-	15522801	15663058	ENSG00000047579.19	DTNBP1	7.72189
X	+	37685759	37732130	ENSG00000047597.5	XK	0
12	-	5531869	5946232	ENSG00000047617.14	ANO2	0.0359418
12	-	4487728	4538508	ENSG00000047621.11	C12orf4	12.1041
X	+	17737449	17754988	ENSG00000047634.14	SCML1	6.12964
X	+	10015562	10144478	ENSG00000047644.18	WWC3	20.5931
X	-	11137543	11665701	ENSG00000047648.21	ARHGAP6	1.6891
4	-	17629306	17781512	ENSG00000047662.4	FAM184B	0.199252
3	-	47850690	48089272	ENSG00000047849.21	MAP4	402.179
6	-	117560269	117602542	ENSG00000047932.13	GOPC	60.9327
6	-	117288300	117425855	ENSG00000047936.10	ROS1	0
11	-	113797874	113875570	ENSG00000048028.11	USP28	16.4222
7	+	18086949	19002416	ENSG00000048052.21	HDAC9	2.76554
5	+	176647387	176659054	ENSG00000048140.17	TSPAN17	30.344
5	-	176383938	176388975	ENSG00000048162.20	NOP16	13.3077
4	+	15469865	15601557	ENSG00000048342.15	CC2D2A	3.32728
8	-	102204502	102239118	ENSG00000048392.11	RRM2B	32.217
7	-	127346790	127431924	ENSG00000048405.9	ZNF800	3.12476
16	+	11965107	11968068	ENSG00000048462.10	TNFRSF17	0.00472369
16	+	11976737	12574289	ENSG00000048471.13	SNX29	39.9143
12	-	16548373	16610594	ENSG00000048540.14	LMO3	0
6	-	42206801	42217865	ENSG00000048544.5	MRPS10	21.2579
6	+	42155406	42180056	ENSG00000048545.13	GUCA1A	0.016766
11	-	77659996	77821017	ENSG00000048649.13	RSF1	37.8184
1	+	12230067	12512047	ENSG00000048707.13	VPS13D	34.15
10	+	10798397	11336675	ENSG00000048740.18	CELF2	7.12707
9	+	93451722	93566107	ENSG00000048828.16	FAM120A	121.666
2	+	135531455	135725270	ENSG00000048991.16	R3HDM1	12.0369
1	-	40300487	40317816	ENSG00000049089.13	COL9A2	0
12	-	88492793	88580851	ENSG00000049130.13	KITLG	2.23198
5	-	60873831	60945073	ENSG00000049167.13	ERCC8	0.553996
5	-	65148736	65481920	ENSG00000049192.14	ADAMTS6	1.17329
1	+	9234775	9271337	ENSG00000049239.12	H6PD	48.3994
1	+	7771269	7781432	ENSG00000049245.12	VAMP3	77.8345
1	+	7784320	7845177	ENSG00000049246.14	PER3	10.4844
1	-	7843083	7853512	ENSG00000049247.13	UTS2	0
1	-	7915894	7943165	ENSG00000049249.8	TNFRSF9	0.15757
17	+	50532543	50543750	ENSG00000049283.17	EPN3	0
2	+	32946972	33399509	ENSG00000049323.15	LTBP1	179.597
11	+	31812391	32105755	ENSG00000049449.8	RCN1	386.831
7	+	74027789	74069907	ENSG00000049540.16	ELN	90.6431
7	-	74231499	74254458	ENSG00000049541.10	RFC2	9.75122
6	+	156777374	157210779	ENSG00000049618.22	ARID1B	51.2252
5	-	1317744	1345099	ENSG00000049656.13	CLPTM1L	50.9707
18	+	58044367	58401540	ENSG00000049759.17	NEDD4L	3.5944
X	-	49250436	49264826	ENSG00000049768.14	FOXP3	0.0950071
X	+	49269843	49301461	ENSG00000049769.12	PPP1R3F	3.3998
5	+	74640023	74722647	ENSG00000049860.13	HEXB	112.984
5	+	72320367	72368395	ENSG00000049883.14	PTCD2	6.4708
X	-	74732849	74925485	ENSG00000050030.13	KIAA2022	0
14	+	59484443	59505410	ENSG00000050130.17	JKAMP	23.5321
11	-	11963106	12009769	ENSG00000050165.17	DKK3	141.777
7	+	144355288	144380632	ENSG00000050327.14	ARHGEF5	2.16283
7	+	26152240	26187125	ENSG00000050344.8	NFE2L3	2.25988
6	-	13786557	13814568	ENSG00000050393.11	MCUR1	11.9438
12	-	50175788	50283546	ENSG00000050405.13	LIMA1	446.62
12	+	51047962	51060424	ENSG00000050426.15	LETMD1	15.8544
12	+	51391317	51515763	ENSG00000050438.16	SLC4A8	3.39794
9	+	131009082	131094473	ENSG00000050555.17	LAMC3	0.0319483
1	-	70852353	71047808	ENSG00000050628.20	PTGER3	1.22416
4	-	121131408	121227466	ENSG00000050730.15	TNIP3	0.208287
5	-	180233143	180292099	ENSG00000050748.17	MAPK9	35.8033
5	-	178237618	178590555	ENSG00000050767.15	COL23A1	0.00980229
16	-	75228187	75268053	ENSG00000050820.16	BCAR1	65.1923
11	-	6211335	6234711	ENSG00000051009.10	FAM160A2	10.0795
16	+	56932048	56944863	ENSG00000051108.14	HERPUD1	83.8398
19	-	18929201	18941261	ENSG00000051128.18	HOMER3	27.9466
15	+	40694774	40732339	ENSG00000051180.16	RAD51	2.22776
3	-	121431427	121546641	ENSG00000051341.13	POLQ	1.21784
3	-	138652699	138834938	ENSG00000051382.8	PIK3CB	9.34208
16	-	88643283	88651152	ENSG00000051523.10	CYBA	33.7485
5	-	175917873	176034680	ENSG00000051596.9	THOC3	8.97476
6	+	138403531	138422197	ENSG00000051620.10	HEBP2	32.7547
12	-	123152320	123244014	ENSG00000051825.14	MPHOSPH9	2.54298
12	+	19129752	19376400	ENSG00000052126.14	PLEKHA5	16.8233
16	-	31131433	31135762	ENSG00000052344.15	PRSS8	0
1	-	114769479	114780685	ENSG00000052723.11	SIKE1	14.8794
10	-	97356358	97426076	ENSG00000052749.13	RRP12	8.45723
4	+	158769138	158908049	ENSG00000052795.12	FNIP2	12.153
4	+	165327623	165343160	ENSG00000052802.12	MSMO1	23.2617
11	+	43358932	43494933	ENSG00000052841.14	TTC17	69.844
11	-	44260444	44310166	ENSG00000052850.5	ALX4	0.0588922
5	-	133196455	133612564	ENSG00000053108.16	FSTL4	0
14	-	89124871	89619149	ENSG00000053254.15	FOXN3	97.6699
6	-	110245928	110358272	ENSG00000053328.8	METTL24	0.113315
1	-	19303965	19312146	ENSG00000053371.12	AKR7A2	29.0982
1	+	19251539	19260128	ENSG00000053372.4	MRTO4	24.6732
20	+	37521215	37523693	ENSG00000053438.8	NNAT	0.117784
19	+	17215346	17219829	ENSG00000053501.12	USE1	8.52246
3	-	183178043	183428778	ENSG00000053524.11	MCF2L2	0.0540963
12	-	2825348	2835544	ENSG00000053702.14	NRIP2	0.566144
18	+	23689443	23955066	ENSG00000053747.15	LAMA3	0.0878153
14	+	57268909	57298742	ENSG00000053770.11	AP5M1	4.91159
4	+	25377213	25418498	ENSG00000053900.10	ANAPC4	6.7737
11	+	2444684	2849109	ENSG00000053918.15	KCNQ1	0
1	-	36136570	36156053	ENSG00000054116.11	TRAPPC3	45.7378
1	+	36224416	36305357	ENSG00000054118.13	THRAP3	63.8473
9	+	136848724	136851027	ENSG00000054148.17	PHPT1	44.4609
9	-	137048098	137054045	ENSG00000054179.11	ENTPD2	0
2	-	159803355	159904749	ENSG00000054219.10	LY75	0.0654009
1	-	235131634	235328219	ENSG00000054267.20	ARID4B	19.5084
1	-	241590102	241677376	ENSG00000054277.13	OPN3	6.12434
1	+	243256034	243500092	ENSG00000054282.15	SDCCAG8	16.9978
2	-	219289623	219309648	ENSG00000054356.13	PTPRN	2.95076
1	+	210328252	210676296	ENSG00000054392.12	HHAT	5.10792
1	+	10210805	10381603	ENSG00000054523.17	KIF1B	43.779
6	+	1609972	1613897	ENSG00000054598.6	FOXC1	6.38782
22	+	46762617	47175699	ENSG00000054611.13	TBC1D22A	25.0474
14	+	63852983	64226433	ENSG00000054654.15	SYNE2	3.85735
14	+	67533301	67589612	ENSG00000054690.13	PLEKHH1	0.182884
20	-	51596514	51768634	ENSG00000054793.13	ATP9A	67.4155
20	+	57329759	57343994	ENSG00000054796.12	SPO11	0
20	-	55997440	56005472	ENSG00000054803.3	CBLN4	0
11	-	74696429	74731385	ENSG00000054938.15	CHRDL2	0.0261394
11	-	73400487	73598189	ENSG00000054965.10	FAM168A	78.8354
11	+	73376264	73397474	ENSG00000054967.12	RELT	1.33384
14	-	87837820	87993665	ENSG00000054983.16	GALC	16.6334
2	+	202265716	202303666	ENSG00000055044.10	NOP58	28.5893
1	+	16352575	16398145	ENSG00000055070.16	SZRD1	162.522
7	-	150944961	150978315	ENSG00000055118.14	KCNH2	0
7	+	148697914	148801036	ENSG00000055130.15	CUL1	54.3492
5	-	153990128	154038936	ENSG00000055147.18	FAM114A2	21.4641
5	+	157266079	157395595	ENSG00000055163.19	CYFIP2	6.1088
6	+	149218641	149411613	ENSG00000055208.18	TAB2	56.2915
6	+	149566294	149591748	ENSG00000055211.12	GINM1	33.3968
2	-	37099210	37157065	ENSG00000055332.16	EIF2AK2	36.6142
17	-	78787381	78841441	ENSG00000055483.19	USP36	9.73288
7	-	152134922	152436005	ENSG00000055609.17	KMT2C	14.7082
1	-	85018082	85048499	ENSG00000055732.12	MCOLN3	0
2	+	56184123	56386173	ENSG00000055813.5	CCDC85A	3.42163
2	-	20248691	20352234	ENSG00000055917.15	PUM2	49.4664
10	-	100969458	100987515	ENSG00000055950.16	MRPL43	23.6911
3	-	52812975	52831479	ENSG00000055955.15	ITIH4	0
3	+	52777592	52792068	ENSG00000055957.10	ITIH1	0
4	-	169729465	169757953	ENSG00000056050.6	HPF1	8.95937
5	-	32354350	32444761	ENSG00000056097.15	ZFR	77.7495
X	-	130202711	130268899	ENSG00000056277.15	ZNF280C	1.85673
4	+	72031804	72148067	ENSG00000056291.17	NPFFR2	0
22	-	44881162	45009999	ENSG00000056487.15	PHF21B	0
9	-	120902393	120929173	ENSG00000056558.10	TRAF1	3.62268
9	-	122844556	122905341	ENSG00000056586.15	RC3H2	38.7488
3	+	53846580	53865800	ENSG00000056736.9	IL17RB	0.953234
6	-	111556454	111606278	ENSG00000056972.18	TRAF3IP2	14.1702
X	+	2828788	2882818	ENSG00000056998.18	GYG2	2.28914
3	-	98795941	98901689	ENSG00000057019.15	DCBLD2	114.672
18	-	63655197	63661963	ENSG00000057149.15	SERPINB3	0
1	+	179293714	179358680	ENSG00000057252.12	SOAT1	22.3799
12	-	32790745	32896840	ENSG00000057294.14	PKP2	0.0279507
1	+	75796882	75913238	ENSG00000057468.6	MSH4	0.0944738
13	+	113105788	113120681	ENSG00000057593.13	F7	0.0392092
10	-	5765223	5842132	ENSG00000057608.16	GDI2	205.307
6	+	106086320	106109939	ENSG00000057657.15	PRDM1	7.77726
6	-	106045423	106325820	ENSG00000057663.13	ATG5	18.1116
12	-	94567124	94650562	ENSG00000057704.11	TMCC3	0.0196307
1	+	23778405	23788232	ENSG00000057757.9	PITHD1	22.5668
2	+	42494569	42756947	ENSG00000057935.13	MTA3	23.7939
3	+	179652755	179789401	ENSG00000058056.8	USP13	16.9386
3	+	182793500	182921635	ENSG00000058063.15	ATP11B	49.4945
1	+	183186238	183244900	ENSG00000058085.14	LAMC2	0
7	+	90466424	91210590	ENSG00000058091.16	CDK14	32.3811
3	+	128051641	128071683	ENSG00000058262.9	SEC61A1	492.132
12	-	79773563	79935460	ENSG00000058272.16	PPP1R12A	76.7935
15	-	78959947	79090773	ENSG00000058335.15	RASGRF1	0
7	-	44217150	44334577	ENSG00000058404.19	CAMK2B	0.0283422
1	+	16740273	16972979	ENSG00000058453.16	CROCC	0.259822
16	+	22297375	22335103	ENSG00000058600.15	POLR3E	14.481
1	+	203626561	203744081	ENSG00000058668.14	ATP2B4	113.848
1	+	203795654	203854124	ENSG00000058673.15	ZC3H11A	49.5471
5	-	97160867	97183260	ENSG00000058729.10	RIOK2	19.3339
1	-	53851719	53889834	ENSG00000058799.13	YIPF1	2.4099
1	-	53765460	53838860	ENSG00000058804.11	NDC1	7.57543
3	-	186105668	186362237	ENSG00000058866.14	DGKG	0
16	+	2911937	2951208	ENSG00000059122.16	FLYWCH1	13.4346
16	-	1363205	1414751	ENSG00000059145.18	UNKL	16.9081
7	+	139777051	140020325	ENSG00000059377.15	TBXAS1	0
7	-	140023744	140063721	ENSG00000059378.12	PARP12	0.549832
10	-	95605929	95656706	ENSG00000059573.8	ALDH18A1	64.7711
1	-	234391313	234479103	ENSG00000059588.9	TARBP1	2.21769
4	-	151670504	151761023	ENSG00000059691.11	GATB	13.105
2	+	69897688	69942945	ENSG00000059728.10	MXD1	5.12191
12	-	96278261	96400560	ENSG00000059758.7	CDK17	19.2182
9	+	111631352	111654351	ENSG00000059769.19	DNAJC25	2.90896
12	-	7919230	7936275	ENSG00000059804.15	SLC2A3	80.8484
10	-	102402617	102421539	ENSG00000059915.16	PSD	0.482879
18	+	79679801	79756623	ENSG00000060069.16	CTDP1	5.48766
12	-	10699089	10723312	ENSG00000060138.12	YBX3	119.15
12	-	10618939	10674318	ENSG00000060140.8	STYK1	0.117784
12	+	752593	911452	ENSG00000060237.16	WNK1	168.15
10	+	68721012	68792377	ENSG00000060339.13	CCAR1	34.1278
20	+	62804835	62814000	ENSG00000060491.16	OGFR	33.2246
19	+	3136193	3163769	ENSG00000060558.3	GNA15	0
19	+	4153601	4173054	ENSG00000060566.13	CREB3L3	0
1	+	26787472	26798398	ENSG00000060642.10	PIGV	11.5651
1	+	29236516	29326813	ENSG00000060656.19	PTPRU	12.5298
1	-	31259568	31296782	ENSG00000060688.12	SNRNP40	22.4349
12	-	130396137	130517917	ENSG00000060709.14	RIMBP2	0.0335319
1	-	102876467	103108496	ENSG00000060718.19	COL11A1	15.9655
11	+	32893178	32993316	ENSG00000060749.14	QSER1	13.5731
6	-	166364919	166383013	ENSG00000060762.18	MPC1	11.5951
