chr	strand	gene_id	gene_symbol	omega_p2	rate_p2
6	-	ENSG00000026652.13	AGPAT4	0.56733976	0.0701939
1	+	ENSG00000026751.16	SLAMF7	181.7409	0.71049476
6	+	ENSG00000026950.16	BTN3A1	15.85315	0.25137432
13	-	ENSG00000027001.9	MIPEP	10.566446	0.72587098
14	+	ENSG00000027075.13	PRKCH	0.59808526	0.8583519
1	-	ENSG00000027644.4	INSRR	0	1
6	-	ENSG00000027697.13	IFNGR1	32.322546	0.62046726
5	+	ENSG00000027847.13	B4GALT7	10.975818	0.7973657
1	-	ENSG00000027869.11	SH2D2A	1.6098558	0.31259328
2	+	ENSG00000028116.16	VRK2	24.554168	0.4910695
1	+	ENSG00000028137.17	TNFRSF1B	21.75285	0.81085578
12	+	ENSG00000028203.17	VEZT	8.4201674	0.45572746
19	-	ENSG00000028277.21	POU2F2	96.646	0.71864784
5	-	ENSG00000028310.17	BRD9	2.3873448	0.28964554
15	+	ENSG00000028528.14	SNX1	65.190064	0.7951559
6	+	ENSG00000028839.9	TBPL1	13.251784	0.79396388
12	+	ENSG00000029153.14	ARNTL2	21.919538	0.20295662
6	-	ENSG00000029363.15	BCLAF1	72.677346	0.4300649
14	+	ENSG00000029364.11	SLC39A9	70.976692	0.70802384
8	-	ENSG00000029534.19	ANK1	1.8004514	0.33026758
4	+	ENSG00000029559.6	IBSP	0	1
6	-	ENSG00000029639.10	TFB1M	13.937122	0.74552028
17	+	ENSG00000029725.16	RABEP1	81.651934	0.58925958
X	+	ENSG00000029993.14	HMGB3	22.019254	0.91200832
11	-	ENSG00000030066.13	NUP160	31.125568	0.38630466
6	-	ENSG00000030110.12	BAK1	29.262952	0.59886456
9	+	ENSG00000030304.13	MUSK	0	1
2	-	ENSG00000030419.16	IKZF2	129.73798	0.80887502
17	+	ENSG00000030582.16	GRN	106.695412	0.6946499
5	-	ENSG00000031003.10	FAM13B	29.318618	0.38301274
3	+	ENSG00000031081.10	ARHGAP31	32.093688	0.79797722
6	+	ENSG00000031691.6	CENPQ	0	0
1	+	ENSG00000031698.12	SARS	103.55718	0.87173686
19	-	ENSG00000031823.14	RANBP3	30.887198	0.49141754
14	+	ENSG00000032219.18	ARID4A	14.970154	0.3676637
2	-	ENSG00000032389.12	TSSC1	30.621152	0.94764036
19	+	ENSG00000032444.15	PNPLA6	21.536338	0.3310264
13	+	ENSG00000032742.17	IFT88	4.2859662	0.70289548
16	+	ENSG00000033011.11	ALG1	5.808474	0.51950236
12	-	ENSG00000033030.13	ZCCHC8	27.27722	0.7294621
7	-	ENSG00000033050.7	ABCF2	39.615284	0.68513264
7	+	ENSG00000033100.15	CHPF2	29.341436	0.59264696
1	+	ENSG00000033122.18	LRRC7	0	1
14	+	ENSG00000033170.16	FUT8	11.718858	0.27175296
4	-	ENSG00000033178.12	UBA6	43.261854	0.3865014
11	-	ENSG00000033327.12	GAB2	5.2109436	0.37254184
17	+	ENSG00000033627.15	ATP6V0A1	24.274794	0.66539028
15	+	ENSG00000033800.13	PIAS1	62.327586	0.68081676
3	-	ENSG00000033867.16	SLC4A7	21.735836	0.64339114
15	+	ENSG00000034053.14	APBA2	0	1
17	+	ENSG00000034152.18	MAP2K3	30.609474	0.81871294
8	-	ENSG00000034239.10	EFCAB1	0.040581846	1
2	+	ENSG00000034510.5	TMSB10	504.61376	0.9630504
3	-	ENSG00000034533.11	ASTE1	1.7875098	0.21502694
8	-	ENSG00000034677.12	RNF19A	95.195556	0.5303988
6	+	ENSG00000034693.14	PEX3	11.122254	0.50368144
16	+	ENSG00000034713.7	GABARAPL2	72.820056	0.97958772
1	-	ENSG00000034971.15	MYOC	0.022970442	1
2	-	ENSG00000035115.21	SH3YL1	8.2242746	0.8824541
2	-	ENSG00000035141.7	FAM136A	27.694722	0.98093688
10	+	ENSG00000035403.16	VCL	12.715982	0.70818532
5	-	ENSG00000035499.12	DEPDC1B	14.609132	0.69785466
15	-	ENSG00000035664.11	DAPK2	1.7937564	0.82532542
8	-	ENSG00000035681.7	NSMAF	41.02979	0.57995792
1	-	ENSG00000035687.9	ADSS	39.807034	0.69450876
4	+	ENSG00000035720.7	STAP1	23.48417	0.80982622
17	-	ENSG00000035862.12	TIMP2	1.5821872	0.99549132
4	-	ENSG00000035928.14	RFC1	51.411028	0.5572544
3	+	ENSG00000036054.12	TBC1D23	10.3555478	0.421002
2	-	ENSG00000036257.12	CUL3	87.817422	0.8600012
8	+	ENSG00000036448.9	MYOM2	0.052962304	0.70190532
X	+	ENSG00000036473.6	OTC	0	1
14	+	ENSG00000036530.8	CYP46A1	0	1
1	-	ENSG00000036549.12	ZZZ3	5.96418832	0.1449189386
8	-	ENSG00000036565.14	SLC18A1	0	1
11	-	ENSG00000036672.15	USP2	0.04870145	1
3	+	ENSG00000036828.14	CASR	0.032368974	0.91659432
17	+	ENSG00000037042.8	TUBG2	1.6560276	0.078256036
5	+	ENSG00000037241.7	RPL26L1	18.618958	0.97798546
5	-	ENSG00000037280.15	FLT4	0.3472906	1
5	-	ENSG00000037474.14	NSUN2	32.370932	0.37927194
1	-	ENSG00000037637.10	FBXO42	24.58541	0.52704188
5	+	ENSG00000037749.11	MFAP3	7.7558018	1
19	+	ENSG00000037757.13	MRI1	16.200812	0.77537098
12	-	ENSG00000037897.16	METTL1	5.5125282	0.76200272
12	+	ENSG00000037965.5	HOXC8	0	1
4	-	ENSG00000038002.8	AGA	5.7429856	0.5566406
4	+	ENSG00000038210.12	PI4K2B	61.466786	0.64951738
4	-	ENSG00000038219.12	BOD1L1	46.218584	0.40800708
5	+	ENSG00000038274.16	MAT2B	95.40308	0.92319738
4	+	ENSG00000038295.7	TLL1	0	1
16	+	ENSG00000038358.14	EDC4	8.2913424	0.28707824
5	+	ENSG00000038382.17	TRIO	37.470842	0.20893308
5	+	ENSG00000038427.15	VCAN	1.0785402	0.87373344
16	+	ENSG00000038532.14	CLEC16A	42.330918	0.74643306
8	-	ENSG00000038945.14	MSR1	0.16172674	1
16	+	ENSG00000039068.18	CDH1	1.02589274	0.79634166
5	+	ENSG00000039123.15	SKIV2L2	26.234348	0.83189672
5	-	ENSG00000039139.9	DNAH5	0	1
5	+	ENSG00000039319.16	ZFYVE16	3.2259	0.45316314
16	+	ENSG00000039523.18	FAM65A	9.310271	0.35291324
5	-	ENSG00000039537.13	C6	0	1
5	+	ENSG00000039560.13	RAI14	0.22152104	0.97882422
5	-	ENSG00000039600.10	SOX30	0	1
19	-	ENSG00000039650.10	PNKP	6.8817118	0.5128356
19	+	ENSG00000039987.6	BEST2	0.16169178	1
16	-	ENSG00000040199.18	PHLPP2	16.712428	0.69412324
5	+	ENSG00000040275.16	SPDL1	16.882502	0.70855288
8	-	ENSG00000040341.17	STAU2	24.20692	0.95170778
1	+	ENSG00000040487.12	PQLC2	5.6038304	0.57126816
17	+	ENSG00000040531.14	CTNS	2.9431984	0.21452796
22	-	ENSG00000040608.13	RTN4R	0.17669458	1
17	-	ENSG00000040633.12	PHF23	21.006696	0.71288156
5	-	ENSG00000040731.10	CDH10	0	1
2	+	ENSG00000040933.15	INPP4A	7.513277	0.077918304
18	+	ENSG00000041353.9	RAB27B	0	1
15	+	ENSG00000041357.15	PSMA4	83.194656	0.97041306
13	+	ENSG00000041515.15	MYO16	0.049478856	1
3	-	ENSG00000041802.10	LSG1	26.189092	0.61618014
3	+	ENSG00000041880.14	PARP3	12.346296	0.48981346
9	-	ENSG00000041982.15	TNC	0.45817398	0.94989822
1	+	ENSG00000041988.15	THAP3	9.380484	0.83561824
20	-	ENSG00000042062.11	FAM65C	0	1
14	+	ENSG00000042088.13	TDP1	44.186498	0.8903875
10	-	ENSG00000042286.14	AIFM2	22.515488	0.80422066
2	-	ENSG00000042304.10	C2orf83	0.090706332	1
14	+	ENSG00000042317.16	SPATA7	1.1708424	0.64470538
11	+	ENSG00000042429.10	MED17	14.673726	0.81165232
2	-	ENSG00000042445.13	RETSAT	4.0817132	0.1626995
2	-	ENSG00000042493.15	CAPG	15.847622	0.8331295
19	-	ENSG00000042753.11	AP2S1	40.432048	0.97137564
1	-	ENSG00000042781.12	USH2A	0	1
7	-	ENSG00000042813.7	ZPBP	0	1
8	+	ENSG00000042832.11	TG	0	0.86522454
8	+	ENSG00000042980.12	ADAM28	0.17503892	0.94855538
11	+	ENSG00000043039.6	BARX2	0	1
3	-	ENSG00000043093.13	DCUN1D1	29.520058	0.87993276
5	+	ENSG00000043143.20	JADE2	49.325874	0.64753428
13	+	ENSG00000043355.11	ZIC2	0	1
5	-	ENSG00000043462.11	LCP2	13.958596	0.75147088
1	-	ENSG00000043514.15	TRIT1	8.1487778	0.26702692
10	+	ENSG00000043591.5	ADRB1	0.2116993	1
1	+	ENSG00000044012.3	GUCA2B	0	1
6	-	ENSG00000044090.8	CUL7	0.86766156	0.0109865758
5	+	ENSG00000044115.20	CTNNA1	90.09192	0.93719646
X	-	ENSG00000044446.11	PHKA2	11.161708	0.33079366
9	+	ENSG00000044459.14	CNTLN	0.72353512	0.74666742
3	+	ENSG00000044524.10	EPHA3	0.019678428	1
9	-	ENSG00000044574.7	HSPA5	250.89014	0.72242466
18	+	ENSG00000046604.12	DSG2	1.5769096	0.7725592
X	-	ENSG00000046647.13	GEMIN8	16.287136	0.92173024
X	+	ENSG00000046651.14	OFD1	5.0877974	0.14576626
X	-	ENSG00000046653.14	GPM6B	0.74048914	0.15622536
X	-	ENSG00000046774.9	MAGEC2	0	1
8	+	ENSG00000046889.18	PREX2	0.066376752	1
10	+	ENSG00000047056.14	WDR37	0.45871298	0.010524954
5	+	ENSG00000047188.15	YTHDC2	18.318338	0.36517224
X	-	ENSG00000047230.14	CTPS2	16.153542	0.64235158
8	-	ENSG00000047249.16	ATP6V1H	36.99035	0.95259132
4	+	ENSG00000047315.14	POLR2B	60.805962	0.53482672
15	-	ENSG00000047346.12	FAM214A	14.436932	0.72668514
4	-	ENSG00000047365.11	ARAP2	22.615434	0.3994345
1	-	ENSG00000047410.13	TPR	90.144078	0.32812834
3	-	ENSG00000047457.13	CP	0	0
16	+	ENSG00000047578.12	KIAA0556	7.5233494	0.38394356
6	-	ENSG00000047579.19	DTNBP1	13.396412	0.83881078
X	+	ENSG00000047597.5	XK	0	1
12	-	ENSG00000047617.14	ANO2	0	1
12	-	ENSG00000047621.11	C12orf4	16.209416	0.75930586
X	+	ENSG00000047634.14	SCML1	0.3579076	0.66488854
X	+	ENSG00000047644.18	WWC3	6.5230252	0.30431274
X	-	ENSG00000047648.21	ARHGAP6	0.57510722	0.7852373
4	-	ENSG00000047662.4	FAM184B	0	0
3	-	ENSG00000047849.21	MAP4	170.97204	0.71584712
6	-	ENSG00000047932.13	GOPC	46.111538	0.63616012
6	-	ENSG00000047936.10	ROS1	0	1
11	-	ENSG00000048028.11	USP28	24.918942	0.43794474
7	+	ENSG00000048052.21	HDAC9	1.6668392	0.80404394
5	+	ENSG00000048140.17	TSPAN17	8.618062	0.7711148
5	-	ENSG00000048162.20	NOP16	24.42098	0.9210346
4	+	ENSG00000048342.15	CC2D2A	0.093104218	1
8	-	ENSG00000048392.11	RRM2B	52.56495	0.92523132
7	-	ENSG00000048405.9	ZNF800	17.82361	0.42013874
16	+	ENSG00000048462.10	TNFRSF17	22.879824	0.93759662
16	+	ENSG00000048471.13	SNX29	44.309414	0.89746798
12	-	ENSG00000048540.14	LMO3	0.34017968	0.90153188
6	-	ENSG00000048544.5	MRPS10	27.424506	0.74035628
6	+	ENSG00000048545.13	GUCA1A	0	1
11	-	ENSG00000048649.13	RSF1	45.363044	0.78990458
1	+	ENSG00000048707.13	VPS13D	12.304428	0.44305542
10	+	ENSG00000048740.18	CELF2	101.307558	0.5915387
9	+	ENSG00000048828.16	FAM120A	82.989542	0.367125
2	+	ENSG00000048991.16	R3HDM1	48.310646	0.59243846
1	-	ENSG00000049089.13	COL9A2	0.031261494	0.00038263302
12	-	ENSG00000049130.13	KITLG	0	1
5	-	ENSG00000049167.13	ERCC8	3.2197608	0.65209076
5	-	ENSG00000049192.14	ADAMTS6	0	0
1	+	ENSG00000049239.12	H6PD	31.161888	0.44008808
1	+	ENSG00000049245.12	VAMP3	14.783236	0.70807638
1	+	ENSG00000049246.14	PER3	1.0418288	0.63761168
1	-	ENSG00000049247.13	UTS2	0	0.8171301
1	-	ENSG00000049249.8	TNFRSF9	1.7105326	0.79932208
17	+	ENSG00000049283.17	EPN3	0	1
2	+	ENSG00000049323.15	LTBP1	0.53318034	0.98239824
11	+	ENSG00000049449.8	RCN1	40.301968	0.84925692
7	+	ENSG00000049540.16	ELN	0.5281496	0.971561
7	-	ENSG00000049541.10	RFC2	30.797188	0.83134956
6	+	ENSG00000049618.22	ARID1B	43.133582	0.83672438
5	-	ENSG00000049656.13	CLPTM1L	26.66242	0.7767281
18	+	ENSG00000049759.17	NEDD4L	6.134136	0.75364532
X	-	ENSG00000049768.14	FOXP3	0.22207212	1
X	+	ENSG00000049769.12	PPP1R3F	3.2132972	0.65654826
5	+	ENSG00000049860.13	HEXB	30.029194	0.78740536
5	+	ENSG00000049883.14	PTCD2	13.534678	0.93079366
X	-	ENSG00000050030.13	KIAA2022	1.8966122	0.47729226
14	+	ENSG00000050130.17	JKAMP	18.246968	0.86541466
11	-	ENSG00000050165.17	DKK3	0	1
7	+	ENSG00000050327.14	ARHGEF5	3.1521624	0.41041274
7	+	ENSG00000050344.8	NFE2L3	14.176832	0.91458524
6	-	ENSG00000050393.11	MCUR1	14.798948	0.70741944
12	-	ENSG00000050405.13	LIMA1	33.190288	0.86795034
12	+	ENSG00000050426.15	LETMD1	20.362442	0.9395359
12	+	ENSG00000050438.16	SLC4A8	2.468204	0.70933558
9	+	ENSG00000050555.17	LAMC3	0.025139334	1
1	-	ENSG00000050628.20	PTGER3	0.033061884	1
4	-	ENSG00000050730.15	TNIP3	0.38032388	0.8886809
5	-	ENSG00000050748.17	MAPK9	39.478356	0.9172425
5	-	ENSG00000050767.15	COL23A1	0.1162751	1
16	-	ENSG00000050820.16	BCAR1	2.5163596	0.83494136
11	-	ENSG00000051009.10	FAM160A2	7.536397	0.4417753
16	+	ENSG00000051108.14	HERPUD1	60.476706	0.90567898
19	-	ENSG00000051128.18	HOMER3	0.4141874	0.70304916
15	+	ENSG00000051180.16	RAD51	8.8120138	0.80393694
3	-	ENSG00000051341.13	POLQ	5.789813	0.14257142
3	-	ENSG00000051382.8	PIK3CB	9.8483174	0.84945472
16	-	ENSG00000051523.10	CYBA	109.21656	0.98127448
5	-	ENSG00000051596.9	THOC3	22.342072	0.55650616
6	+	ENSG00000051620.10	HEBP2	1.6605864	0.9722271
12	-	ENSG00000051825.14	MPHOSPH9	8.6612638	0.2845282
12	+	ENSG00000052126.14	PLEKHA5	1.8111298	1
16	-	ENSG00000052344.15	PRSS8	0.041383914	1
1	-	ENSG00000052723.11	SIKE1	31.697242	0.44029118
10	-	ENSG00000052749.13	RRP12	7.8490408	0.41789296
4	+	ENSG00000052795.12	FNIP2	17.188668	0.57866494
4	+	ENSG00000052802.12	MSMO1	49.929244	0.79512984
11	+	ENSG00000052841.14	TTC17	37.68095	0.60340208
11	-	ENSG00000052850.5	ALX4	0	1
5	-	ENSG00000053108.16	FSTL4	0	1
14	-	ENSG00000053254.15	FOXN3	42.680984	0.61818922
6	-	ENSG00000053328.8	METTL24	0	1
1	-	ENSG00000053371.12	AKR7A2	24.274666	0.83808668
1	+	ENSG00000053372.4	MRTO4	26.827292	0.7948342
20	+	ENSG00000053438.8	NNAT	0	0
19	+	ENSG00000053501.12	USE1	12.262646	0.83723076
3	-	ENSG00000053524.11	MCF2L2	0.086070998	0.99509066
12	-	ENSG00000053702.14	NRIP2	1.6263306	1
18	+	ENSG00000053747.15	LAMA3	0.09229307	0.88847998
14	+	ENSG00000053770.11	AP5M1	25.281868	0.71243546
4	+	ENSG00000053900.10	ANAPC4	5.9673464	0.17748902
11	+	ENSG00000053918.15	KCNQ1	0	0
1	-	ENSG00000054116.11	TRAPPC3	28.218264	0.96715206
1	+	ENSG00000054118.13	THRAP3	81.587178	0.41224394
9	+	ENSG00000054148.17	PHPT1	25.273548	0.96704446
9	-	ENSG00000054179.11	ENTPD2	0.38422262	0.097096066
2	-	ENSG00000054219.10	LY75	78.863434	0.26993026
1	-	ENSG00000054267.20	ARID4B	29.265942	0.58205452
1	-	ENSG00000054277.13	OPN3	3.9988614	0.78403614
1	+	ENSG00000054282.15	SDCCAG8	12.484804	0.69966742
2	-	ENSG00000054356.13	PTPRN	0.0106650586	1
1	+	ENSG00000054392.12	HHAT	1.5855076	0.95728194
1	+	ENSG00000054523.17	KIF1B	7.7413158	0.49754868
6	+	ENSG00000054598.6	FOXC1	0.20600108	1
22	+	ENSG00000054611.13	TBC1D22A	40.478022	0.67424032
14	+	ENSG00000054654.15	SYNE2	35.066302	0.2248149
14	+	ENSG00000054690.13	PLEKHH1	0	0.96925342
20	-	ENSG00000054793.13	ATP9A	0.31562302	1
20	+	ENSG00000054796.12	SPO11	0	1
20	-	ENSG00000054803.3	CBLN4	0	1
11	-	ENSG00000054938.15	CHRDL2	0	1
11	-	ENSG00000054965.10	FAM168A	27.007926	0.44778898
11	+	ENSG00000054967.12	RELT	10.949656	0.38718324
14	-	ENSG00000054983.16	GALC	7.5668774	0.63301876
2	+	ENSG00000055044.10	NOP58	71.179236	0.5298523
1	+	ENSG00000055070.16	SZRD1	210.24902	0.97512134
7	-	ENSG00000055118.14	KCNH2	0	1
7	+	ENSG00000055130.15	CUL1	38.568802	0.43394886
5	-	ENSG00000055147.18	FAM114A2	20.76559	0.71428072
5	+	ENSG00000055163.19	CYFIP2	144.15108	0.65151298
6	+	ENSG00000055208.18	TAB2	59.750268	0.91000356
6	+	ENSG00000055211.12	GINM1	35.926716	0.79113386
2	-	ENSG00000055332.16	EIF2AK2	155.89214	0.85237186
17	-	ENSG00000055483.19	USP36	51.633912	0.55607614
7	-	ENSG00000055609.17	KMT2C	26.910958	0.11111602
1	-	ENSG00000055732.12	MCOLN3	0.3755146	0.13454488
2	+	ENSG00000055813.5	CCDC85A	0	1
2	-	ENSG00000055917.15	PUM2	88.190292	0.51543266
10	-	ENSG00000055950.16	MRPL43	21.372386	0.9229393
3	-	ENSG00000055955.15	ITIH4	0	0
3	+	ENSG00000055957.10	ITIH1	0.060498194	0.30394094
4	-	ENSG00000056050.6	HPF1	10.6983262	0.93023562
5	-	ENSG00000056097.15	ZFR	62.697726	0.8438864
X	-	ENSG00000056277.15	ZNF280C	4.7444898	0.45038782
4	+	ENSG00000056291.17	NPFFR2	0	1
22	-	ENSG00000056487.15	PHF21B	0	1
9	-	ENSG00000056558.10	TRAF1	151.6224	0.52701602
9	-	ENSG00000056586.15	RC3H2	28.099142	0.4179041
3	+	ENSG00000056736.9	IL17RB	1.1851324	0.16573996
6	-	ENSG00000056972.18	TRAF3IP2	21.353706	0.76777182
X	+	ENSG00000056998.18	GYG2	0	1
3	-	ENSG00000057019.15	DCBLD2	0.4548102	0.8719845
18	-	ENSG00000057149.15	SERPINB3	0	1
1	+	ENSG00000057252.12	SOAT1	33.554336	0.493716
12	-	ENSG00000057294.14	PKP2	0.37718188	0.88006908
1	+	ENSG00000057468.6	MSH4	0.04870145	0.99763836
13	+	ENSG00000057593.13	F7	0	1
10	-	ENSG00000057608.16	GDI2	262.51402	0.92112762
6	+	ENSG00000057657.15	PRDM1	7.2827464	0.64684064
6	-	ENSG00000057663.13	ATG5	16.992682	0.91418114
12	-	ENSG00000057704.11	TMCC3	18.397782	0.3278672
1	+	ENSG00000057757.9	PITHD1	41.982182	0.82185076
2	+	ENSG00000057935.13	MTA3	26.794794	0.67883664
3	+	ENSG00000058056.8	USP13	8.9775992	0.83416086
3	+	ENSG00000058063.15	ATP11B	68.26518	0.5230084
1	+	ENSG00000058085.14	LAMC2	0.08549353	0.98865728
7	+	ENSG00000058091.16	CDK14	16.118464	0.90389278
3	+	ENSG00000058262.9	SEC61A1	126.0025	0.76095848
12	-	ENSG00000058272.16	PPP1R12A	82.462516	0.80048402
15	-	ENSG00000058335.15	RASGRF1	0	0
7	-	ENSG00000058404.19	CAMK2B	0.19939306	1
1	+	ENSG00000058453.16	CROCC	1.11258342	0.3013796
16	+	ENSG00000058600.15	POLR3E	11.768914	0.65502002
1	+	ENSG00000058668.14	ATP2B4	0.44902898	0.77606336
1	+	ENSG00000058673.15	ZC3H11A	132.0674	0.53665546
5	-	ENSG00000058729.10	RIOK2	21.301032	0.87380276
1	-	ENSG00000058799.13	YIPF1	1.7186852	0.22198874
1	-	ENSG00000058804.11	NDC1	27.391828	0.5548436
3	-	ENSG00000058866.14	DGKG	0.50013308	0.93428728
16	+	ENSG00000059122.16	FLYWCH1	9.3322988	0.73413828
16	-	ENSG00000059145.18	UNKL	5.452068	0.58303458
7	+	ENSG00000059377.15	TBXAS1	1.02428596	0.7215415
7	-	ENSG00000059378.12	PARP12	0.80216956	0.81023226
10	-	ENSG00000059573.8	ALDH18A1	63.567752	0.56230082
1	-	ENSG00000059588.9	TARBP1	2.164998	0.043749684
4	-	ENSG00000059691.11	GATB	15.895262	0.9711609
2	+	ENSG00000059728.10	MXD1	11.95655	0.76996458
12	-	ENSG00000059758.7	CDK17	38.704542	0.58052244
9	+	ENSG00000059769.19	DNAJC25	0	0
12	-	ENSG00000059804.15	SLC2A3	43.476112	0.94062502
10	-	ENSG00000059915.16	PSD	0.58473124	0.76170812
18	+	ENSG00000060069.16	CTDP1	12.53711	0.61251602
12	-	ENSG00000060138.12	YBX3	56.778638	0.86764914
12	-	ENSG00000060140.8	STYK1	0	0.93685614
12	+	ENSG00000060237.16	WNK1	213.63778	0.72682442
10	+	ENSG00000060339.13	CCAR1	20.190596	0.31774554
20	+	ENSG00000060491.16	OGFR	44.929824	0.73563952
19	+	ENSG00000060558.3	GNA15	4.2821682	0.8783262
19	+	ENSG00000060566.13	CREB3L3	0	1
1	+	ENSG00000060642.10	PIGV	10.899528	0.72994226
1	+	ENSG00000060656.19	PTPRU	0.17139782	0.97506588
1	-	ENSG00000060688.12	SNRNP40	28.888784	0.91657122
12	-	ENSG00000060709.14	RIMBP2	0.32231376	0.13956392
1	-	ENSG00000060718.19	COL11A1	0	1
11	+	ENSG00000060749.14	QSER1	31.973678	0.62313202
6	-	ENSG00000060762.18	MPC1	15.194636	0.88709566
3	-	ENSG00000060971.17	ACAA1	15.695364	0.71702842
12	-	ENSG00000060982.14	BCAT1	35.295416	0.83954162
12	-	ENSG00000061273.17	HDAC7	3.8098334	0.35786782
8	-	ENSG00000061337.15	LZTS1	0.20168546	1
5	+	ENSG00000061455.10	PRDM6	0.090841284	1
5	+	ENSG00000061492.11	WNT8A	0	1
20	+	ENSG00000061656.9	SPAG4	0.66089284	0.17852586
2	-	ENSG00000061676.14	NCKAP1	3.3605578	0.67043428
12	+	ENSG00000061794.12	MRPS35	53.997208	0.97308326
4	+	ENSG00000061918.12	GUCY1B3	0.76733564	0.76964424
12	+	ENSG00000061936.9	SFSWAP	28.920964	0.61350828
3	-	ENSG00000061938.16	TNK2	21.16418	0.39927696
12	+	ENSG00000061987.14	MON2	22.091478	0.3519524
16	+	ENSG00000062038.13	CDH3	0.025881832	1
X	+	ENSG00000062096.14	ARSF	0	1
5	+	ENSG00000062194.15	GPBP1	64.64444	0.53467378
11	+	ENSG00000062282.14	DGAT2	6.4804678	0.85625888
19	-	ENSG00000062370.16	ZNF112	0.025436268	0.97185436
12	-	ENSG00000062485.18	CS	135.7608	0.93095238
15	-	ENSG00000062524.15	LTK	0.12636288	0.47677442
7	-	ENSG00000062582.13	MRPS24	28.026344	1
20	-	ENSG00000062598.17	ELMO2	14.692128	0.40629296
10	-	ENSG00000062650.17	WAPL	52.643534	0.6371018
17	+	ENSG00000062716.11	VMP1	36.158826	0.973424
17	-	ENSG00000062725.9	APPBP2	28.482432	0.85462938
19	+	ENSG00000062822.12	POLD1	15.953974	0.28118076
17	-	ENSG00000063015.19	SEZ6	0	1
12	+	ENSG00000063046.17	EIF4B	633.0375	0.80088832
19	-	ENSG00000063127.15	SLC6A16	0.9368859	0.20816654
19	+	ENSG00000063169.10	GLTSCR1	4.6611714	0.47835496
19	+	ENSG00000063176.15	SPHK2	11.488388	0.67013332
19	-	ENSG00000063177.12	RPL18	515.14426	0.98664642
19	-	ENSG00000063180.8	CA11	2.6441184	0.42502046
19	-	ENSG00000063241.7	ISOC2	14.705438	0.95970052
19	+	ENSG00000063244.12	U2AF2	153.19802	0.82535092
19	+	ENSG00000063245.14	EPN1	30.720288	0.70795242
19	+	ENSG00000063322.13	MED29	40.419838	0.96767286
5	+	ENSG00000063438.16	AHRR	26.332986	0.22473696
22	-	ENSG00000063515.2	GSC2	0	1
X	+	ENSG00000063587.13	ZNF275	31.828646	0.6683913
X	+	ENSG00000063601.16	MTMR1	38.003658	0.63362258
2	+	ENSG00000063660.8	GPC1	0.3938515	1
14	+	ENSG00000063761.15	ADCK1	1.6637662	0.77020056
16	-	ENSG00000063854.12	HAGH	9.1411002	0.90790574
4	+	ENSG00000063978.15	RNF4	141.69894	0.90745908
2	+	ENSG00000064012.21	CASP8	8.614562	0.85181386
4	+	ENSG00000064042.17	LIMCH1	0.20544512	1
12	-	ENSG00000064102.14	ASUN	27.07827	0.48896156
12	-	ENSG00000064115.10	TM7SF3	46.275128	0.80321512
17	-	ENSG00000064195.7	DLX3	0	1
11	+	ENSG00000064199.6	SPA17	1.9465254	0.94513754
11	+	ENSG00000064201.15	TSPAN32	0	0.5098507
20	+	ENSG00000064205.10	WISP2	0.17845754	0.99522914
9	+	ENSG00000064218.4	DMRT3	0	1
3	+	ENSG00000064225.12	ST3GAL6	0.111300382	0.38473754
16	+	ENSG00000064270.12	ATP2C2	0	1
17	+	ENSG00000064300.8	NGFR	0.30986868	0.98023226
11	-	ENSG00000064309.14	CDON	0.27619024	1
8	-	ENSG00000064313.11	TAF2	23.68329	0.53282654
7	-	ENSG00000064393.15	HIPK2	62.358228	0.63708884
7	-	ENSG00000064419.13	TNPO3	102.20958	0.68583758
19	-	ENSG00000064489.22	BORCS8-MEF2B	0	0.54030104
19	+	ENSG00000064490.13	RFXANK	21.299914	0.9705733
19	-	ENSG00000064545.14	TMEM161A	8.8977498	0.70590526
19	-	ENSG00000064547.13	LPAR2	5.1223264	0.89629998
20	+	ENSG00000064601.16	CTSA	26.172994	0.68271654
19	-	ENSG00000064607.16	SUGP2	103.492478	0.80991816
5	+	ENSG00000064651.13	SLC12A2	18.788478	0.54208428
5	+	ENSG00000064652.10	SNX24	0.9157057	0.9011646
20	+	ENSG00000064655.18	EYA2	0	0.8632766
19	+	ENSG00000064666.14	CNN2	101.4029	0.84764184
19	+	ENSG00000064687.12	ABCA7	1.041228	0.02037064
5	+	ENSG00000064692.18	SNCAIP	0.059127244	1
1	+	ENSG00000064703.11	DDX20	22.326376	0.86995878
15	-	ENSG00000064726.9	BTBD1	84.80505	0.8384648
12	+	ENSG00000064763.10	FAR2	1.04200034	0.52457946
20	-	ENSG00000064787.13	BCAS1	5.844557	0.4519394
3	-	ENSG00000064835.10	POU1F1	0	1
1	+	ENSG00000064886.13	CHI3L2	5.4848254	0.89095706
19	-	ENSG00000064932.15	SBNO2	11.504978	0.24359816
2	+	ENSG00000064933.16	PMS1	17.34953	0.4429498
19	+	ENSG00000064961.18	HMG20B	24.006644	0.77410762
2	-	ENSG00000064989.12	CALCRL	0.66815842	0.81159804
6	-	ENSG00000064995.16	TAF11	13.784778	0.28166004
6	+	ENSG00000064999.13	ANKS1A	10.866766	0.51282346
19	-	ENSG00000065000.15	AP3D1	12.9166812	0.077585856
6	+	ENSG00000065029.14	ZNF76	10.799622	0.4075678
16	+	ENSG00000065054.13	SLC9A3R2	0.23815652	0.8862173
