chr	strand	gene_id	gene_symbol	omega_p2	rate_p2
13	-	ENSG00000027001.9	MIPEP	7.7756644	0.767674
14	+	ENSG00000027075.13	PRKCH	0	0
1	-	ENSG00000027644.4	INSRR	0	1
6	-	ENSG00000027697.13	IFNGR1	39.34636	0.83005172
5	+	ENSG00000027847.13	B4GALT7	18.29748	0.89227384
1	-	ENSG00000027869.11	SH2D2A	0	1
2	+	ENSG00000028116.16	VRK2	7.8359556	0.63657492
1	+	ENSG00000028137.17	TNFRSF1B	2.8588264	0.8147554
12	+	ENSG00000028203.17	VEZT	4.9695888	0.55080356
19	-	ENSG00000028277.21	POU2F2	1.056268	0.65920556
5	-	ENSG00000028310.17	BRD9	2.8290804	0.43132288
15	+	ENSG00000028528.14	SNX1	52.377436	0.85168632
6	+	ENSG00000028839.9	TBPL1	8.5956872	0.79561932
12	+	ENSG00000029153.14	ARNTL2	3.6398544	0.82939444
6	-	ENSG00000029363.15	BCLAF1	16.187128	0.53935308
14	+	ENSG00000029364.11	SLC39A9	50.710144	0.88925364
8	-	ENSG00000029534.19	ANK1	0.25501528	1
4	+	ENSG00000029559.6	IBSP	0	1
6	-	ENSG00000029639.10	TFB1M	4.4813304	0.7937132
17	+	ENSG00000029725.16	RABEP1	50.466788	0.778234
X	+	ENSG00000029993.14	HMGB3	10.455024	0.908503
11	-	ENSG00000030066.13	NUP160	21.313136	0.47453804
6	-	ENSG00000030110.12	BAK1	8.2721444	0.54946644
9	+	ENSG00000030304.13	MUSK	0.3537582	0.47355684
2	-	ENSG00000030419.16	IKZF2	3.7398272	0.94899432
17	+	ENSG00000030582.16	GRN	152.38264	0.77307096
5	-	ENSG00000031003.10	FAM13B	19.15284	0.67508848
3	+	ENSG00000031081.10	ARHGAP31	15.863976	0.68808756
6	+	ENSG00000031691.6	CENPQ	0	0
1	+	ENSG00000031698.12	SARS	110.29676	0.84957308
19	-	ENSG00000031823.14	RANBP3	31.116356	0.68691764
14	+	ENSG00000032219.18	ARID4A	10.770276	0.64034668
2	-	ENSG00000032389.12	TSSC1	11.840176	0.95138224
19	+	ENSG00000032444.15	PNPLA6	19.4342	0.40680132
13	+	ENSG00000032742.17	IFT88	4.2989632	0.67891824
16	+	ENSG00000033011.11	ALG1	21.844992	0.77689048
12	-	ENSG00000033030.13	ZCCHC8	9.1046412	0.69043412
7	-	ENSG00000033050.7	ABCF2	52.325684	0.66913956
7	+	ENSG00000033100.15	CHPF2	72.010616	0.78212132
1	+	ENSG00000033122.18	LRRC7	0.02548524	1
14	+	ENSG00000033170.16	FUT8	11.6577	0.91031848
4	-	ENSG00000033178.12	UBA6	21.283328	0.5950694
11	-	ENSG00000033327.12	GAB2	2.0974224	0.12100016
17	+	ENSG00000033627.15	ATP6V0A1	7.3170712	0.811765
15	+	ENSG00000033800.13	PIAS1	26.585604	0.84569156
3	-	ENSG00000033867.16	SLC4A7	25.127248	0.55720548
15	+	ENSG00000034053.14	APBA2	0.31209096	0.92721748
17	+	ENSG00000034152.18	MAP2K3	44.968068	0.8848428
8	-	ENSG00000034239.10	EFCAB1	0.099095968	1
3	-	ENSG00000034533.11	ASTE1	0.43070348	0.0960907
8	-	ENSG00000034677.12	RNF19A	23.041544	0.77870448
6	+	ENSG00000034693.14	PEX3	8.342206	0.71913328
16	+	ENSG00000034713.7	GABARAPL2	46.880544	0.99058256
1	-	ENSG00000034971.15	MYOC	0.03310502	1
2	-	ENSG00000035115.21	SH3YL1	7.7587112	0.77258364
2	-	ENSG00000035141.7	FAM136A	15.263932	0.9893312
10	+	ENSG00000035403.16	VCL	105.85532	0.21151324
5	-	ENSG00000035499.12	DEPDC1B	0.31635924	0.68822188
15	-	ENSG00000035664.11	DAPK2	0.7260428	0.82478084
8	-	ENSG00000035681.7	NSMAF	25.068212	0.56658116
1	-	ENSG00000035687.9	ADSS	31.529428	0.8488418
4	+	ENSG00000035720.7	STAP1	0	1
4	-	ENSG00000035928.14	RFC1	26.965944	0.58282316
3	+	ENSG00000036054.12	TBC1D23	19.877632	0.75899228
2	-	ENSG00000036257.12	CUL3	45.146488	0.6279112
8	+	ENSG00000036448.9	MYOM2	0	0.78778932
X	+	ENSG00000036473.6	OTC	0	1
14	+	ENSG00000036530.8	CYP46A1	0	1
1	-	ENSG00000036549.12	ZZZ3	10.099932	0.32717064
8	-	ENSG00000036565.14	SLC18A1	0	1
11	-	ENSG00000036672.15	USP2	0.20233604	1
3	+	ENSG00000036828.14	CASR	0	1
17	+	ENSG00000037042.8	TUBG2	2.306138	0.11315316
5	+	ENSG00000037241.7	RPL26L1	16.305452	0.9562746
5	-	ENSG00000037280.15	FLT4	0.1682336	1
5	-	ENSG00000037474.14	NSUN2	22.213868	0.454079
1	-	ENSG00000037637.10	FBXO42	3.3221672	0.151236
5	+	ENSG00000037749.11	MFAP3	9.6514888	0.91995092
19	+	ENSG00000037757.13	MRI1	10.656652	0.74816364
12	-	ENSG00000037897.16	METTL1	5.4520392	0.81702408
12	+	ENSG00000037965.5	HOXC8	20.732364	0.90426488
4	-	ENSG00000038002.8	AGA	3.9246844	0.68812936
4	+	ENSG00000038210.12	PI4K2B	7.7850608	0.74372956
4	-	ENSG00000038219.12	BOD1L1	40.872872	0.515128
5	+	ENSG00000038274.16	MAT2B	50.46398	0.92203196
4	+	ENSG00000038295.7	TLL1	0.099937592	0.9725372
16	+	ENSG00000038358.14	EDC4	6.2183316	0.37211664
5	+	ENSG00000038382.17	TRIO	62.934888	0.36229644
5	+	ENSG00000038427.15	VCAN	89.397228	0.91775768
16	+	ENSG00000038532.14	CLEC16A	17.04696	0.91284988
8	-	ENSG00000038945.14	MSR1	0.079649048	1
16	+	ENSG00000039068.18	CDH1	0.00435952	1
5	+	ENSG00000039123.15	SKIV2L2	20.954672	0.88999332
5	-	ENSG00000039139.9	DNAH5	0.13566084	0.94519548
5	+	ENSG00000039319.16	ZFYVE16	8.221694	0.64796836
16	+	ENSG00000039523.18	FAM65A	26.576356	0.4957384
5	-	ENSG00000039537.13	C6	0	0.6882072
5	+	ENSG00000039560.13	RAI14	116.1808	0.65882132
5	-	ENSG00000039600.10	SOX30	0.027533848	1
19	-	ENSG00000039650.10	PNKP	4.4784168	0.44636068
19	+	ENSG00000039987.6	BEST2	0.05077132	1
16	-	ENSG00000040199.18	PHLPP2	15.902524	0.73163556
5	+	ENSG00000040275.16	SPDL1	10.589712	0.68020892
8	-	ENSG00000040341.17	STAU2	15.549984	0.9764966
1	+	ENSG00000040487.12	PQLC2	7.6258944	0.58723884
17	+	ENSG00000040531.14	CTNS	1.3521136	0.074547664
22	-	ENSG00000040608.13	RTN4R	0.03543492	1
17	-	ENSG00000040633.12	PHF23	29.637224	0.74487216
5	-	ENSG00000040731.10	CDH10	0	0.99018156
2	+	ENSG00000040933.15	INPP4A	17.786896	0.6943894
18	+	ENSG00000041353.9	RAB27B	0.82789724	0.89136516
15	+	ENSG00000041357.15	PSMA4	44.321824	0.96762704
13	+	ENSG00000041515.15	MYO16	0.1378398	0.5451062
3	-	ENSG00000041802.10	LSG1	15.586032	0.57138148
3	+	ENSG00000041880.14	PARP3	11.627208	0.59339172
9	-	ENSG00000041982.15	TNC	26.044072	0.75285844
1	+	ENSG00000041988.15	THAP3	7.8008036	0.75408444
20	-	ENSG00000042062.11	FAM65C	0.23989692	0.1176076
14	+	ENSG00000042088.13	TDP1	6.9672504	0.88992208
10	-	ENSG00000042286.14	AIFM2	16.33604	0.81338336
2	-	ENSG00000042304.10	C2orf83	0.03078996	1
14	+	ENSG00000042317.16	SPATA7	1.5987448	0.518853
11	+	ENSG00000042429.10	MED17	11.96234	0.88377376
2	-	ENSG00000042445.13	RETSAT	13.410572	0.43818728
2	-	ENSG00000042493.15	CAPG	14.22362	0.86139624
19	-	ENSG00000042753.11	AP2S1	70.9696	0.97326876
1	-	ENSG00000042781.12	USH2A	0.067227208	1
7	-	ENSG00000042813.7	ZPBP	0	1
8	+	ENSG00000042832.11	TG	0.69735608	0.61872952
8	+	ENSG00000042980.12	ADAM28	0.13004284	1
11	+	ENSG00000043039.6	BARX2	0	1
3	-	ENSG00000043093.13	DCUN1D1	24.54196	0.89460176
5	+	ENSG00000043143.20	JADE2	23.282604	0.91219312
13	+	ENSG00000043355.11	ZIC2	0	1
5	-	ENSG00000043462.11	LCP2	0	1
1	-	ENSG00000043514.15	TRIT1	4.8320952	0.356109
10	+	ENSG00000043591.5	ADRB1	0	1
1	+	ENSG00000044012.3	GUCA2B	0	1
6	-	ENSG00000044090.8	CUL7	0.92967568	0.015954776
5	+	ENSG00000044115.20	CTNNA1	183.72688	0.92655888
X	-	ENSG00000044446.11	PHKA2	8.3160792	0.48833652
9	+	ENSG00000044459.14	CNTLN	3.8577516	0.18287744
3	+	ENSG00000044524.10	EPHA3	0.1581288	0.9666972
9	-	ENSG00000044574.7	HSPA5	366.25992	0.7999058
18	+	ENSG00000046604.12	DSG2	0.21059032	0.962804
X	-	ENSG00000046647.13	GEMIN8	7.4103304	0.901961
X	+	ENSG00000046651.14	OFD1	1.427878	0.13796616
X	-	ENSG00000046653.14	GPM6B	2.0622424	0.42949816
X	-	ENSG00000046774.9	MAGEC2	0	1
8	+	ENSG00000046889.18	PREX2	0.087078404	1
10	+	ENSG00000047056.14	WDR37	0.60670884	0.019722152
5	+	ENSG00000047188.15	YTHDC2	16.63468	0.41556268
X	-	ENSG00000047230.14	CTPS2	4.616084	0.76727068
8	-	ENSG00000047249.16	ATP6V1H	20.955128	0.97895412
4	+	ENSG00000047315.14	POLR2B	31.366028	0.71654836
15	-	ENSG00000047346.12	FAM214A	6.3120248	0.42550208
4	-	ENSG00000047365.11	ARAP2	0.039656844	1
1	-	ENSG00000047410.13	TPR	70.128604	0.5199702
3	-	ENSG00000047457.13	CP	0	0
16	+	ENSG00000047578.12	KIAA0556	8.845692	0.4127316
6	-	ENSG00000047579.19	DTNBP1	7.4522276	0.73882588
X	+	ENSG00000047597.5	XK	0	1
12	-	ENSG00000047617.14	ANO2	0	1
12	-	ENSG00000047621.11	C12orf4	13.960416	0.73559448
X	+	ENSG00000047634.14	SCML1	10.66062	0.8299474
X	+	ENSG00000047644.18	WWC3	14.13066	0.45841924
X	-	ENSG00000047648.21	ARHGAP6	1.4472124	0.9242784
4	-	ENSG00000047662.4	FAM184B	0.12838684	1
3	-	ENSG00000047849.21	MAP4	330.36532	0.7706316
6	-	ENSG00000047932.13	GOPC	70.397564	0.6442688
6	-	ENSG00000047936.10	ROS1	0.37501444	0.13451896
11	-	ENSG00000048028.11	USP28	11.348816	0.60459944
7	+	ENSG00000048052.21	HDAC9	1.6656812	0.06867752
5	+	ENSG00000048140.17	TSPAN17	28.2371	0.83864356
5	-	ENSG00000048162.20	NOP16	11.342168	0.908535
4	+	ENSG00000048342.15	CC2D2A	3.3852712	0.63922748
8	-	ENSG00000048392.11	RRM2B	30.868648	0.94178116
7	-	ENSG00000048405.9	ZNF800	6.8712352	0.3178872
16	+	ENSG00000048462.10	TNFRSF17	0	1
16	+	ENSG00000048471.13	SNX29	18.050364	0.96083344
12	-	ENSG00000048540.14	LMO3	0.3727432	0.95402448
6	-	ENSG00000048544.5	MRPS10	24.482692	0.70213836
6	+	ENSG00000048545.13	GUCA1A	0	1
11	-	ENSG00000048649.13	RSF1	30.636164	0.75455096
1	+	ENSG00000048707.13	VPS13D	20.34034	0.64896624
10	+	ENSG00000048740.18	CELF2	5.3786596	0.8938012
9	+	ENSG00000048828.16	FAM120A	98.643324	0.4291846
2	+	ENSG00000048991.16	R3HDM1	16.887704	0.59318644
1	-	ENSG00000049089.13	COL9A2	0.15473284	0.7349044
12	-	ENSG00000049130.13	KITLG	0.6901628	0.90243648
5	-	ENSG00000049167.13	ERCC8	2.9003332	0.5031094
5	-	ENSG00000049192.14	ADAMTS6	0	0
1	+	ENSG00000049239.12	H6PD	6.2719868	0.036284288
1	+	ENSG00000049245.12	VAMP3	93.371704	0.9343272
1	+	ENSG00000049246.14	PER3	2.2234364	0.79767912
1	-	ENSG00000049247.13	UTS2	0	1
1	-	ENSG00000049249.8	TNFRSF9	0.42666276	1
17	+	ENSG00000049283.17	EPN3	0	1
2	+	ENSG00000049323.15	LTBP1	166.74172	0.83806828
11	+	ENSG00000049449.8	RCN1	293.10224	0.92244624
7	+	ENSG00000049540.16	ELN	2.2477608	0.55758344
7	-	ENSG00000049541.10	RFC2	6.4301672	0.71823896
6	+	ENSG00000049618.22	ARID1B	32.066672	0.9673232
5	-	ENSG00000049656.13	CLPTM1L	48.149816	0.78946844
18	+	ENSG00000049759.17	NEDD4L	1.56831	0.86970376
X	-	ENSG00000049768.14	FOXP3	0.07261322	1
X	+	ENSG00000049769.12	PPP1R3F	1.506842	0.71395452
5	+	ENSG00000049860.13	HEXB	76.582888	0.88093504
5	+	ENSG00000049883.14	PTCD2	11.914436	0.922625
X	-	ENSG00000050030.13	KIAA2022	0	1
14	+	ENSG00000050130.17	JKAMP	25.20124	0.97096036
11	-	ENSG00000050165.17	DKK3	26.068256	0.9400536
7	+	ENSG00000050327.14	ARHGEF5	5.2421852	0.4829938
7	+	ENSG00000050344.8	NFE2L3	1.6260256	0.86913328
6	-	ENSG00000050393.11	MCUR1	18.858372	0.79076728
12	-	ENSG00000050405.13	LIMA1	184.99092	0.95704804
12	+	ENSG00000050426.15	LETMD1	7.2483928	0.9447198
12	+	ENSG00000050438.16	SLC4A8	1.1678152	0.96828584
9	+	ENSG00000050555.17	LAMC3	0.12084144	0.99163344
1	-	ENSG00000050628.20	PTGER3	0.14309564	0.99927632
4	-	ENSG00000050730.15	TNIP3	0.099038332	0.99390844
5	-	ENSG00000050748.17	MAPK9	27.63082	0.9509588
5	-	ENSG00000050767.15	COL23A1	0	1
16	-	ENSG00000050820.16	BCAR1	40.84364	0.8288666
11	-	ENSG00000051009.10	FAM160A2	8.3513272	0.61881904
16	+	ENSG00000051108.14	HERPUD1	50.707484	0.92897756
19	-	ENSG00000051128.18	HOMER3	18.663508	0.7149652
15	+	ENSG00000051180.16	RAD51	0.67796448	0.80991036
3	-	ENSG00000051341.13	POLQ	1.043076	0.26498368
3	-	ENSG00000051382.8	PIK3CB	4.9259652	0.8799628
16	-	ENSG00000051523.10	CYBA	21.311528	1
5	-	ENSG00000051596.9	THOC3	10.238212	0.61734704
6	+	ENSG00000051620.10	HEBP2	29.32118	0.97234384
12	-	ENSG00000051825.14	MPHOSPH9	5.7275572	0.45318548
12	+	ENSG00000052126.14	PLEKHA5	14.402512	0.83397272
16	-	ENSG00000052344.15	PRSS8	0.039876224	1
1	-	ENSG00000052723.11	SIKE1	26.191484	0.88877304
10	-	ENSG00000052749.13	RRP12	7.8483808	0.47802108
4	+	ENSG00000052795.12	FNIP2	9.8882964	0.7659264
4	+	ENSG00000052802.12	MSMO1	23.003736	0.93028768
11	+	ENSG00000052841.14	TTC17	26.258372	0.84209264
11	-	ENSG00000052850.5	ALX4	0.034528696	0.97891164
5	-	ENSG00000053108.16	FSTL4	0	1
14	-	ENSG00000053254.15	FOXN3	46.39	0.9871534
6	-	ENSG00000053328.8	METTL24	0	1
1	-	ENSG00000053371.12	AKR7A2	13.65988	0.83014176
1	+	ENSG00000053372.4	MRTO4	22.14396	0.8285412
20	+	ENSG00000053438.8	NNAT	0.17043108	0.26268252
19	+	ENSG00000053501.12	USE1	11.161284	0.86319528
3	-	ENSG00000053524.11	MCF2L2	0.130013	1
12	-	ENSG00000053702.14	NRIP2	1.1940296	1
18	+	ENSG00000053747.15	LAMA3	1.0290348	0.5236464
14	+	ENSG00000053770.11	AP5M1	15.67162	0.72320824
4	+	ENSG00000053900.10	ANAPC4	6.858334	0.29084328
11	+	ENSG00000053918.15	KCNQ1	0	1
1	-	ENSG00000054116.11	TRAPPC3	34.700424	0.9594594
1	+	ENSG00000054118.13	THRAP3	58.290628	0.38233808
9	+	ENSG00000054148.17	PHPT1	23.951828	0.95174024
9	-	ENSG00000054179.11	ENTPD2	0	1
2	-	ENSG00000054219.10	LY75	0.46263496	0.7554162
1	-	ENSG00000054267.20	ARID4B	22.186916	0.72792108
1	-	ENSG00000054277.13	OPN3	4.9312844	0.55152348
1	+	ENSG00000054282.15	SDCCAG8	11.30562	0.62702668
2	-	ENSG00000054356.13	PTPRN	0.48317844	0.45662448
1	+	ENSG00000054392.12	HHAT	0.90012668	0.98861632
1	+	ENSG00000054523.17	KIF1B	36.369992	0.63729536
6	+	ENSG00000054598.6	FOXC1	4.8361568	1
22	+	ENSG00000054611.13	TBC1D22A	4.295032	0.90195412
14	+	ENSG00000054654.15	SYNE2	2.2066168	0.75838292
14	+	ENSG00000054690.13	PLEKHH1	0	1
20	-	ENSG00000054793.13	ATP9A	12.267128	0.72055552
20	+	ENSG00000054796.12	SPO11	0	1
20	-	ENSG00000054803.3	CBLN4	0	1
11	-	ENSG00000054938.15	CHRDL2	0	1
11	-	ENSG00000054965.10	FAM168A	42.969388	0.86916728
11	+	ENSG00000054967.12	RELT	1.968598	0.50990432
14	-	ENSG00000054983.16	GALC	17.315868	0.83753036
2	+	ENSG00000055044.10	NOP58	33.401168	0.73028216
1	+	ENSG00000055070.16	SZRD1	132.39792	0.98653816
7	-	ENSG00000055118.14	KCNH2	0	1
7	+	ENSG00000055130.15	CUL1	38.410768	0.52361392
5	-	ENSG00000055147.18	FAM114A2	24.145164	0.85017312
5	+	ENSG00000055163.19	CYFIP2	3.2564224	0.8897184
6	+	ENSG00000055208.18	TAB2	67.682692	0.8546416
6	+	ENSG00000055211.12	GINM1	44.052784	0.90121308
2	-	ENSG00000055332.16	EIF2AK2	59.609216	0.812261
17	-	ENSG00000055483.19	USP36	27.28362	0.72306332
7	-	ENSG00000055609.17	KMT2C	15.44834	0.30841368
1	-	ENSG00000055732.12	MCOLN3	0	0.96283212
2	+	ENSG00000055813.5	CCDC85A	0.13632892	0.98270976
2	-	ENSG00000055917.15	PUM2	47.096376	0.54374972
10	-	ENSG00000055950.16	MRPL43	28.04156	0.91128244
3	-	ENSG00000055955.15	ITIH4	0	0.89268444
3	+	ENSG00000055957.10	ITIH1	0	1
4	-	ENSG00000056050.6	HPF1	11.735656	0.94751456
5	-	ENSG00000056097.15	ZFR	46.994948	0.88900972
X	-	ENSG00000056277.15	ZNF280C	4.073718	0.58812924
4	+	ENSG00000056291.17	NPFFR2	0	1
22	-	ENSG00000056487.15	PHF21B	0	1
9	-	ENSG00000056558.10	TRAF1	4.2755	0.73522812
9	-	ENSG00000056586.15	RC3H2	31.470184	0.54037868
3	+	ENSG00000056736.9	IL17RB	0.866221	1
6	-	ENSG00000056972.18	TRAF3IP2	15.808276	0.74111532
X	+	ENSG00000056998.18	GYG2	0.0787382	0.046473564
3	-	ENSG00000057019.15	DCBLD2	92.505128	0.88571288
18	-	ENSG00000057149.15	SERPINB3	0	1
1	+	ENSG00000057252.12	SOAT1	43.08048	0.8784878
12	-	ENSG00000057294.14	PKP2	0.17805748	0.99617304
1	+	ENSG00000057468.6	MSH4	0.039816528	1
13	+	ENSG00000057593.13	F7	0	1
10	-	ENSG00000057608.16	GDI2	113.17616	0.92913544
6	+	ENSG00000057657.15	PRDM1	2.6554	0.70023244
6	-	ENSG00000057663.13	ATG5	21.029132	0.93477648
12	-	ENSG00000057704.11	TMCC3	0.19928508	1
1	+	ENSG00000057757.9	PITHD1	22.273512	0.86567472
2	+	ENSG00000057935.13	MTA3	16.045328	0.94975912
3	+	ENSG00000058056.8	USP13	14.917188	0.86707116
3	+	ENSG00000058063.15	ATP11B	43.433352	0.66799204
1	+	ENSG00000058085.14	LAMC2	0	0
7	+	ENSG00000058091.16	CDK14	42.574924	0.8728856
3	+	ENSG00000058262.9	SEC61A1	224.60024	0.8775816
12	-	ENSG00000058272.16	PPP1R12A	60.557888	0.90992232
15	-	ENSG00000058335.15	RASGRF1	0	1
7	-	ENSG00000058404.19	CAMK2B	0.075367808	1
1	+	ENSG00000058453.16	CROCC	2.021856	0.057770028
16	+	ENSG00000058600.15	POLR3E	9.2334796	0.78726804
1	+	ENSG00000058668.14	ATP2B4	17.044416	0.55001848
1	+	ENSG00000058673.15	ZC3H11A	102.95044	0.57693516
5	-	ENSG00000058729.10	RIOK2	22.055704	0.91321672
1	-	ENSG00000058799.13	YIPF1	0.61878212	0.11192712
1	-	ENSG00000058804.11	NDC1	12.409096	0.73527868
3	-	ENSG00000058866.14	DGKG	0	1
16	+	ENSG00000059122.16	FLYWCH1	17.299616	0.77593732
16	-	ENSG00000059145.18	UNKL	3.7671144	0.76170004
7	+	ENSG00000059377.15	TBXAS1	0.1010316	0.63350396
7	-	ENSG00000059378.12	PARP12	0.38344404	0.76614008
10	-	ENSG00000059573.8	ALDH18A1	56.28632	0.67103192
1	-	ENSG00000059588.9	TARBP1	0	0
4	-	ENSG00000059691.11	GATB	10.14066	0.98028512
2	+	ENSG00000059728.10	MXD1	3.9085224	0.90318988
12	-	ENSG00000059758.7	CDK17	25.69872	0.66209448
9	+	ENSG00000059769.19	DNAJC25	1.8890716	0.3929878
12	-	ENSG00000059804.15	SLC2A3	60.503396	0.72040064
10	-	ENSG00000059915.16	PSD	0.99278304	0.81209204
18	+	ENSG00000060069.16	CTDP1	12.055992	0.60841112
12	-	ENSG00000060138.12	YBX3	119.86264	0.8603028
12	-	ENSG00000060140.8	STYK1	0.14593872	0.9825184
12	+	ENSG00000060237.16	WNK1	107.54352	0.8565048
10	+	ENSG00000060339.13	CCAR1	31.57658	0.58319256
20	+	ENSG00000060491.16	OGFR	33.909876	0.74272264
19	+	ENSG00000060558.3	GNA15	0.000681848000000001	1
19	+	ENSG00000060566.13	CREB3L3	0	1
1	+	ENSG00000060642.10	PIGV	10.601076	0.89054528
1	+	ENSG00000060656.19	PTPRU	9.5661608	0.51989716
1	-	ENSG00000060688.12	SNRNP40	17.03434	0.94209404
12	-	ENSG00000060709.14	RIMBP2	0	1
1	-	ENSG00000060718.19	COL11A1	2.4955404	0.61847684
11	+	ENSG00000060749.14	QSER1	39.074596	0.898019
6	-	ENSG00000060762.18	MPC1	8.8893308	0.92895096
3	-	ENSG00000060971.17	ACAA1	13.54554	0.78508304
12	-	ENSG00000060982.14	BCAT1	58.338056	0.97752724
12	-	ENSG00000061273.17	HDAC7	18.415524	0.51925084
8	-	ENSG00000061337.15	LZTS1	0.47714172	1
5	+	ENSG00000061455.10	PRDM6	0.28644104	1
5	+	ENSG00000061492.11	WNT8A	0	1
20	+	ENSG00000061656.9	SPAG4	0.21843736	0.180345
2	-	ENSG00000061676.14	NCKAP1	169.95904	0.83955932
12	+	ENSG00000061794.12	MRPS35	31.670048	0.97354056
4	+	ENSG00000061918.12	GUCY1B3	1.268016	0.80283032
12	+	ENSG00000061936.9	SFSWAP	13.050956	0.3663034
3	-	ENSG00000061938.16	TNK2	11.601856	0.53589148
12	+	ENSG00000061987.14	MON2	33.050864	0.54464916
16	+	ENSG00000062038.13	CDH3	0	1
X	+	ENSG00000062096.14	ARSF	0	1
5	+	ENSG00000062194.15	GPBP1	39.932604	0.73563692
11	+	ENSG00000062282.14	DGAT2	2.7150892	0.90787016
19	-	ENSG00000062370.16	ZNF112	4.51401	0.94180976
12	-	ENSG00000062485.18	CS	55.329272	0.93687784
15	-	ENSG00000062524.15	LTK	0	1
7	-	ENSG00000062582.13	MRPS24	32.18026	0.94321684
20	-	ENSG00000062598.17	ELMO2	18.0712	0.55010592
10	-	ENSG00000062650.17	WAPL	30.669308	0.57667452
17	+	ENSG00000062716.11	VMP1	39.741964	0.98661352
17	-	ENSG00000062725.9	APPBP2	30.351824	0.897726
19	+	ENSG00000062822.12	POLD1	3.0450636	0.25658544
17	-	ENSG00000063015.19	SEZ6	0	1
12	+	ENSG00000063046.17	EIF4B	212.8298	0.75430968
19	-	ENSG00000063127.15	SLC6A16	0.20788508	1
19	+	ENSG00000063169.10	GLTSCR1	5.1179644	0.42415868
19	+	ENSG00000063176.15	SPHK2	8.8237204	0.668738
19	-	ENSG00000063177.12	RPL18	142.49832	0.98449808
19	-	ENSG00000063180.8	CA11	0.19997608	0.84561612
19	-	ENSG00000063241.7	ISOC2	16.39456	1
19	+	ENSG00000063244.12	U2AF2	93.701124	0.78620108
19	+	ENSG00000063245.14	EPN1	79.30274	0.81281416
19	+	ENSG00000063322.13	MED29	33.491168	0.96842188
5	+	ENSG00000063438.16	AHRR	9.709368	0.46849792
22	-	ENSG00000063515.2	GSC2	0	1
X	+	ENSG00000063587.13	ZNF275	24.47198	0.80710888
X	+	ENSG00000063601.16	MTMR1	18.08964	0.76353424
2	+	ENSG00000063660.8	GPC1	66.537316	0.75963448
14	+	ENSG00000063761.15	ADCK1	3.1915988	0.85277704
16	-	ENSG00000063854.12	HAGH	6.1205232	0.93800444
4	+	ENSG00000063978.15	RNF4	62.847088	0.9336934
2	+	ENSG00000064012.21	CASP8	10.182808	0.52718288
4	+	ENSG00000064042.17	LIMCH1	0.83518904	0.921284
12	-	ENSG00000064102.14	ASUN	13.66692	0.69456948
12	-	ENSG00000064115.10	TM7SF3	25.4227	0.95266708
17	-	ENSG00000064195.7	DLX3	0	1
11	+	ENSG00000064199.6	SPA17	3.7597688	0.97132604
11	+	ENSG00000064201.15	TSPAN32	0	1
20	+	ENSG00000064205.10	WISP2	1.4102292	0.86662984
9	+	ENSG00000064218.4	DMRT3	0	1
3	+	ENSG00000064225.12	ST3GAL6	0	0.8656986
16	+	ENSG00000064270.12	ATP2C2	0	1
17	+	ENSG00000064300.8	NGFR	0.1548216	0.9661604
11	-	ENSG00000064309.14	CDON	1.7759848	0.85368688
8	-	ENSG00000064313.11	TAF2	24.1194	0.52419164
7	-	ENSG00000064393.15	HIPK2	59.528872	0.77572276
7	-	ENSG00000064419.13	TNPO3	41.07438	0.86317024
19	-	ENSG00000064489.22	BORCS8-MEF2B	0	0.40312012
19	+	ENSG00000064490.13	RFXANK	12.60166	0.9736838
19	-	ENSG00000064545.14	TMEM161A	14.017988	0.85184084
19	-	ENSG00000064547.13	LPAR2	0.73720964	0.86088112
20	+	ENSG00000064601.16	CTSA	123.80016	0.75016304
19	-	ENSG00000064607.16	SUGP2	56.795332	0.83272692
5	+	ENSG00000064651.13	SLC12A2	14.20344	0.71782212
5	+	ENSG00000064652.10	SNX24	7.931406	0.93223676
20	+	ENSG00000064655.18	EYA2	0.11576152	0.91135244
19	+	ENSG00000064666.14	CNN2	187.23196	0.85708116
19	+	ENSG00000064687.12	ABCA7	1.315524	0.070528404
5	+	ENSG00000064692.18	SNCAIP	0	0.99481792
1	+	ENSG00000064703.11	DDX20	13.829448	0.92120788
15	-	ENSG00000064726.9	BTBD1	75.414268	0.89252404
12	+	ENSG00000064763.10	FAR2	0.98777888	0.095966032
20	-	ENSG00000064787.13	BCAS1	0.16316364	1
3	-	ENSG00000064835.10	POU1F1	0	1
1	+	ENSG00000064886.13	CHI3L2	0.1203534	0.94385472
19	-	ENSG00000064932.15	SBNO2	21.808824	0.277274
2	+	ENSG00000064933.16	PMS1	10.782776	0.2383974
19	+	ENSG00000064961.18	HMG20B	26.301364	0.8381692
2	-	ENSG00000064989.12	CALCRL	1.0304396	0.78044824
6	-	ENSG00000064995.16	TAF11	10.65046	0.44289932
6	+	ENSG00000064999.13	ANKS1A	11.8723	0.47635684
19	-	ENSG00000065000.15	AP3D1	2.8121744	0.017620096
6	+	ENSG00000065029.14	ZNF76	5.872982	0.60564976
16	+	ENSG00000065054.13	SLC9A3R2	7.86013	0.8500718
16	-	ENSG00000065057.7	NTHL1	4.7119296	0.79890012
6	+	ENSG00000065060.16	UHRF1BP1	7.3053408	0.30959108
1	+	ENSG00000065135.9	GNAI3	90.870236	0.91008452
13	+	ENSG00000065150.18	IPO5	156.6536	0.75320212
10	-	ENSG00000065154.11	OAT	61.078804	0.9092434
